# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/vi_normal_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_full_pdw2_all_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,theta_1.25,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,gamma.1,gamma.2,gamma.3,gamma.4
263.02,0.979053,0.357264,4,15,0,-214.721,6.39145,6.59926,6.86853,6.797,6.62629,6.82216,6.61657,6.86926,6.33201,6.61643,6.7667,6.9423,6.9062,6.99173,6.4259,6.31114,6.64015,6.51242,6.98255,6.3041,6.65936,6.92634,6.50927,6.47424,6.51659,6.89034,6.61498,6.56404,6.59209,6.80841,6.40445,6.56186,7.02138,6.17394,7.24765,6.51148,6.37813,6.76029,6.80434,6.55968,6.15764,6.87723,6.25349,6.43733,6.82861,6.74268,6.38635,7.21913,6.75513,6.8015,6.93854,7.0736,0.00255318,0.0598337,0.00944235,-0.0595688,0.0513966,-0.100428,0.206917,-0.0804401,0.0705585,-0.0529069,0.00906594,-0.0776156,0.822498,-0.184322,-0.171215,0.129509,-0.0775759,0.0168512,-0.0224871,0.0116956,0.06694,-0.00689083,-0.0172959,0.0248996,0.0237274,0.00652237,-0.0166575,0.0168691,0.0171489,0.563506,0.23121,0.646431,-0.0468912,-0.177489,0.0210685,-0.0803783,0.00484773,0.106869,0.0333328,1.12876,-0.973745,-2.26048,0.679644,-0.889437,0.31305,-0.0145473,0.116402,0.184322,0.00116411,-0.00866309,0.121021,0.13221,0.0366152,-0.0306403,0.308628,0.194588,-0.0202035,0.0312863,0.129321,-0.0111181
267.34,0.915688,0.357264,4,15,0,-224.664,6.43427,6.58513,6.72782,6.88495,6.65726,7.0122,6.51596,6.83531,6.38669,6.67127,6.80876,6.95178,6.84833,6.82925,6.49875,6.59437,6.73425,6.52097,6.8541,6.4855,6.52135,6.86093,6.68415,6.36349,6.63894,6.4226,6.83313,6.53642,6.58836,7.30444,6.55069,6.53446,7.05189,6.37287,7.19535,6.78305,6.54882,6.8997,6.74922,6.68728,6.53532,6.8697,6.25194,6.45713,6.76912,6.57667,6.29744,7.06551,6.8207,6.65389,6.90254,6.69203,0.0168806,0.0208235,0.00508849,-0.0916508,0.0250858,-0.0929574,0.170004,-0.0803624,0.105611,-0.0463071,0.0215321,-0.109838,0.810906,-0.187002,-0.16047,0.111142,-0.0613835,0.00750302,-0.0581866,0.00996136,0.051421,-0.000188635,0.00754378,0.0139084,0.0129661,0.0172875,0.00424466,0.00804672,-0.0536428,0.547681,0.199954,0.469318,-0.0335639,-0.209356,0.0175978,-0.0355012,0.00514635,0.114704,-0.0701881,1.11136,-0.896093,-2.11055,0.650014,-0.710928,0.159364,-0.0671895,0.0933359,0.141698,-0.00697686,-0.00141468,0.00907588,0.00113754,-0.0176182,-0.0915644,-0.00867265,-0.608684,-0.0250734,0.0111767,0.129459,-0.017106
259.643,0.791657,0.357264,4,31,0,-224.491,6.51867,6.60158,6.8125,6.64247,6.7357,6.9125,6.5556,6.78987,6.26768,6.62628,6.71368,6.8612,6.88829,6.49481,6.42158,5.66401,6.80693,6.49463,7.01981,6.37015,6.61332,6.92306,6.66475,6.60749,6.57298,6.80183,6.78166,6.52257,6.68116,7.07366,6.70616,6.54211,6.91355,6.21593,7.32383,6.56841,6.4398,6.72293,6.98882,6.80357,6.02506,7.09863,6.23874,6.53141,6.76076,6.39245,6.39398,7.2251,6.70206,6.76283,6.89194,6.85487,-8.20335e-05,0.0379928,0.0282172,-0.0328126,0.0243031,-0.0914987,0.214602,-0.105564,0.063092,-0.0323901,-0.00180307,-0.0828707,0.82785,-0.161634,-0.149318,0.0816328,-0.0715051,0.0148874,-0.0582726,0.00498916,0.0413956,-0.0172495,-0.00486322,0.00684755,0.0305938,0.0101346,-0.0280975,0.000735552,-0.0577962,0.555276,0.286064,0.392746,-0.0308776,0.055306,-0.00243394,-0.10759,0.00894079,0.0530137,-0.00925942,1.11114,-0.780525,-2.16564,0.433018,-0.820238,0.225315,-0.0857575,0.0687832,0.116764,-0.112769,-0.115673,-0.101302,-0.0210457,-0.155058,-0.283404,-0.134165,-0.655812,-0.0132844,0.014178,0.240724,-0.00612425
264.132,0.843802,0.357264,4,15,0,-210.03,6.55853,6.7292,6.82701,6.87687,6.67529,6.95783,6.4641,6.78089,6.48925,6.71361,6.77488,6.97813,7.01726,6.91252,6.45217,6.5611,6.73601,6.48564,6.79977,6.39196,6.62993,6.75936,6.75432,6.33177,6.70098,6.6617,6.86633,6.52164,6.73959,6.78315,6.62896,6.56512,6.96833,6.26178,7.20662,6.52986,6.55514,6.72606,6.82487,6.6553,6.51883,6.93042,6.07306,6.49063,6.67604,6.37287,6.39674,7.19787,6.76487,6.79103,7.06825,7.02865,0.0174421,0.0422517,-0.0645565,-0.0277213,0.0265186,-0.0987822,0.201346,-0.0688875,0.085643,-0.03887,0.0395335,-0.102739,0.841755,-0.149171,-0.136362,0.0926252,-0.0818807,0.012881,-0.0634628,0.0128252,0.0642023,-0.00237057,0.0139002,0.0241947,0.0299338,0.0214863,-0.0226778,0.019362,-0.0252107,0.551656,0.231582,0.664779,-0.0479492,-0.336728,0.0322776,-0.0891288,0.0100285,0.179629,-0.0798943,1.13887,-0.687614,-1.92899,0.389379,-0.944997,0.235054,-0.0673599,0.116552,0.178477,0.00298594,0.0346947,0.0588521,0.0860642,-0.00172134,-0.157765,0.241034,-0.286065,0.00373191,0.0400044,-0.447569,-0.00517399
260.682,0.908191,0.357264,4,15,0,-225.24,6.60507,6.60628,6.74604,6.77161,6.63498,6.8656,6.63,6.84272,6.2773,6.75414,6.75218,6.94148,6.89453,6.82516,6.49799,5.91815,6.77433,6.49869,7.04121,6.31533,6.83965,7.16602,6.57136,6.53957,6.54378,6.72985,6.59849,6.53177,6.54333,6.89756,6.67314,6.46474,6.82046,6.30019,7.24312,6.65063,6.43354,6.88084,6.97321,6.7238,6.01213,6.98425,6.23585,6.45588,6.7924,6.75044,6.27366,7.1008,6.72405,6.66679,6.78439,6.76485,-0.0222998,0.0553771,0.0479106,-0.0815966,0.0211219,-0.0894419,0.193882,-0.099534,0.0743424,-0.0351646,-0.004309,-0.0836553,0.813298,-0.157554,-0.163109,0.0986,-0.0639897,0.0279068,-0.0567799,0.005652,0.057131,-0.0158957,-0.023473,-0.00551035,0.0120176,0.00667684,-0.00866143,-0.00179223,-0.051216,0.555068,0.28577,0.414839,-0.0311071,-0.0132565,0.00192285,-0.0924311,0.00769146,0.0415028,0.00803579,1.10857,-0.809875,-2.26669,0.582504,-0.813907,0.416351,-0.0766838,0.0906029,0.157843,-0.10931,-0.150401,-0.110684,-0.0561608,-0.105058,-0.166658,-0.15734,-0.581147,-0.0438146,0.0193004,0.434709,-0.0152295
246.147,0.704132,0.357264,4,15,0,-208.054,6.41324,6.69767,6.826,6.73001,6.72295,6.99263,6.45823,6.81369,6.49258,6.7152,6.91379,6.86441,7.00815,7.07017,6.44644,6.71519,6.78207,6.54602,6.87407,6.43617,6.5594,6.78492,6.76695,6.41166,6.69178,6.66436,6.94033,6.40747,6.72235,7.00365,6.53522,6.63078,7.04854,6.33537,7.29949,6.66855,6.44732,6.6824,6.83758,6.70063,6.60022,6.99751,6.03755,6.50411,6.76825,6.56652,6.4493,7.23522,6.73385,6.83875,7.08147,6.98394,0.00127022,0.0928117,-0.0901434,-0.0935444,0.0225674,-0.104749,0.190306,-0.0506202,0.0890635,-0.053023,0.0284503,-0.11082,0.851261,-0.158936,-0.140259,0.0691714,-0.0637669,0.00958465,-0.0477935,0.0193352,0.0664093,0.00649003,0.00957373,0.0472927,0.0433492,0.0245106,-0.019414,0.0280448,-0.00371942,0.552392,0.237382,0.809369,-0.0569666,-0.586573,0.0545155,-0.0204558,0.00247351,0.130998,-0.0710703,1.13613,-0.716583,-2.05855,0.218337,-0.765229,0.206699,-0.0385424,0.133407,0.184212,0.0732593,0.0935442,0.207792,0.215853,0.0752415,-0.0807113,0.431824,-0.0422041,-0.0264404,0.0751166,-0.569925,-0.0174594
253.808,1,0.357264,4,15,0,-203.704,6.49644,6.5539,6.73562,6.94988,6.6811,6.87141,6.59863,6.73362,6.44056,6.67002,6.48467,7.04314,7.04268,6.87438,6.46588,6.32417,6.85536,6.58643,6.94857,6.27267,6.80018,6.85549,6.62352,6.38729,6.62078,6.65486,6.84193,6.5772,6.79256,7.07648,6.57047,6.53744,7.02883,6.3634,7.27767,6.67236,6.57847,6.68637,6.64843,6.75586,6.27312,6.95871,6.26224,6.33771,6.6834,6.57633,5.94137,7.02337,6.72821,6.72438,6.84309,6.95501,0.0498093,0.0465067,0.00692849,-0.0310261,0.0424613,-0.0873098,0.181272,-0.0980891,0.0703349,-0.0362479,0.012724,-0.0927111,0.835622,-0.160471,-0.131864,0.0848767,-0.0762846,0.026618,-0.0364046,-0.0107539,0.0720208,0.00395367,0.00162668,0.00857705,0.0265027,-0.0113513,-0.0169579,-0.0116437,-0.011478,0.552578,0.224506,0.310689,-0.0206422,-0.113126,0.00713447,-0.123252,0.0114451,0.10314,-0.0184442,1.10614,-0.805414,-1.95221,0.372032,-0.89127,0.369421,-0.0470837,0.0792268,0.198632,-0.0182657,-0.0413673,-0.0320697,0.0391488,-0.133211,-0.130996,-0.212122,-0.130241,0.0148216,0.0242614,0.0821614,-0.00579081
255.933,0.996537,0.357264,4,15,0,-213.766,6.46256,6.63993,6.83279,6.81436,6.73301,6.83068,6.6495,6.80797,6.306,6.71059,6.84157,6.97947,6.9171,6.90816,6.546,6.01417,6.75616,6.63073,7.00607,6.40217,6.61885,6.90591,6.72194,6.55973,6.60277,6.6741,6.746,6.51389,6.49767,7.15104,6.66709,6.54623,7.08227,6.24195,7.2095,6.66953,6.42707,6.60085,6.92294,6.65705,6.29318,7.03724,6.61006,6.53354,6.82681,6.79869,6.19459,7.09923,6.69706,6.69013,6.93012,6.95846,-0.0659491,0.0743775,0.0139527,-0.0295072,0.0195235,-0.105604,0.197191,-0.0838194,0.0837791,-0.0507188,0.0238928,-0.108185,0.850043,-0.164703,-0.165377,0.0653434,-0.0761123,0.0191187,-0.0487105,0.0070686,0.0384384,-0.00329439,-0.0204732,0.0185804,0.0253672,0.0094996,-0.00466719,0.00560004,-0.0379692,0.540049,0.26023,0.588541,-0.0415219,-0.283887,0.0259488,-0.0382691,0.003139,0.12362,-0.0535077,1.13894,-0.774612,-2.56738,0.225625,-0.875252,0.285656,-0.0581674,0.0686765,0.106574,-0.0307409,-0.0799352,0.0286376,0.0576498,-0.045753,-0.106162,-0.00764177,-0.430835,-0.0446932,0.0378612,0.132363,-0.00550731
251.444,0.936661,0.357264,4,15,0,-218.371,6.4725,6.67542,6.76072,6.7643,6.70148,6.89037,6.57812,6.7957,6.34893,6.70506,6.70376,6.90069,6.8361,6.8538,6.53959,6.30803,6.71102,6.48788,7.05068,6.24562,6.94872,6.75518,6.58795,6.57115,6.68722,6.61412,6.7885,6.36006,6.65354,7.10181,6.81575,6.65877,6.83472,6.38785,7.30487,6.41162,6.52244,6.86969,6.81926,6.7269,6.39982,6.97367,6.31991,6.62877,6.85123,6.24994,6.10154,7.04318,6.69373,6.91621,6.84813,6.74978,-0.00120436,0.0710715,0.0198487,-0.0889233,0.0325952,-0.0794229,0.208676,-0.0667293,0.0708329,-0.0496721,0.0341783,-0.103709,0.839493,-0.161203,-0.162427,0.0801049,-0.0648207,0.0199258,-0.088265,0.021346,0.0755232,-0.00464303,-0.00353691,0.00698741,0.0287493,0.0143863,0.016026,0.0180588,-0.0387428,0.560846,0.248188,0.453265,-0.0341656,-0.314757,0.0339095,-0.0419413,0.00159016,0.141508,-0.087686,1.16661,-0.712647,-2.36977,0.365383,-0.863829,0.343078,-0.0814675,0.14966,0.206729,0.00832776,0.0181198,0.0496657,0.146191,0.0446675,0.017615,0.18641,-0.439613,-0.0334735,0.0351641,0.235415,-0.0165969
250.835,0.960626,0.357264,4,15,0,-209.647,6.3313,6.63855,6.73242,6.64118,6.65264,6.90732,6.64513,6.7967,6.23176,6.58358,6.82465,6.90009,7.01935,7.01085,6.4426,6.21809,6.84828,6.59401,6.93705,6.48731,6.75088,7.02473,6.76181,6.51413,6.59896,6.70459,6.68699,6.60771,6.42035,7.09848,6.57191,6.45171,7.06984,6.28232,7.33201,6.69501,6.36255,6.77689,6.9282,6.5869,6.26857,7.03693,6.26808,6.32432,6.74847,6.71773,6.43487,7.30905,6.76525,6.67691,6.99564,6.90987,-0.0340425,0.116617,0.0534537,0.0392995,0.0262345,-0.116759,0.191145,-0.0706795,0.0820497,-0.0622991,0.0244666,-0.100606,0.851324,-0.172811,-0.149528,0.0797226,-0.0787382,0.0148292,-0.0484747,0.00793552,0.0409445,0.000918888,-0.0163097,0.0361891,0.0241372,0.0149977,-0.0267148,-0.00417846,-0.0210593,0.558684,0.345906,0.877514,-0.0611454,-0.425023,0.0395267,0.0134259,-0.00332169,0.1356,-0.0407474,1.14147,-0.822223,-2.21584,0.316391,-0.877692,0.241337,-0.060931,0.0736351,0.114726,-0.0216696,-0.0761016,0.0698123,0.0236183,-0.0577466,-0.19695,-0.118838,-0.238959,-0.00440953,0.0504559,0.354188,0.00733499
