# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/sl_normal_sens_pdw2_upload.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_sens_pdw2_upload_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
-3007.24,0.949243,0.625629,3,7,0,3021.29,5.86743,-0.0443566,0.0366545,0.383131,0.242553,-0.59683,-0.839998,-0.107274,0.83425,-0.0373498,-0.110694,0.166468,0.218812,0.0721976,-0.00810391,0.028062,0.100302,-0.0536062,0.0180021,0.039405,0.00113904,0.0316803,-0.0439585,-0.00539018,-0.0186732,0.974106,-0.154783,0.0120297,-0.0611911,0.0600373,-0.763723,-0.585757,-0.228683,0.93257,-0.480551,-0.471743,1.38501,1.02055,0.64865,-0.017179,0.192039,0.277751,-0.144502,0.0171096,0.0845907,-0.0926591,0.0166619,-0.30539,-0.129432,-0.246399
-3006.59,0.971087,0.625629,3,7,0,3020.56,5.88266,-0.0455695,0.0710086,0.403163,0.253268,-0.627925,-0.852217,-0.0788721,0.817861,-0.0694522,-0.0836553,0.155081,0.224805,0.122283,-0.00679127,0.000202079,0.0777099,-0.0222867,-0.00797733,0.0191784,0.0265448,-0.00876368,0.0120887,-0.00836686,-0.0343818,0.965844,-0.292962,0.0276497,-0.0574164,0.149114,-0.864151,-0.692555,-0.168039,0.922207,-0.621086,-0.238723,1.25457,0.945252,1.0302,-0.00767751,0.106225,0.213232,-0.0569244,-0.0238332,0.0646371,0.119407,-0.0784075,0.00356117,-0.210887,-0.45368
-3003.25,0.988742,0.625629,3,7,0,3016.19,5.88544,-0.0514356,0.0714976,0.397275,0.246088,-0.624647,-0.856327,-0.0878425,0.822671,-0.0654746,-0.0817854,0.174952,0.216246,0.133194,-0.00131767,0.00492387,0.0918083,-0.0313094,-0.0054008,0.0348056,0.0199228,-0.00543936,0.00368796,-0.0113122,-0.0346195,0.969906,-0.337144,0.0308032,-0.0462892,0.124509,-0.857113,-0.732726,-0.20077,0.933012,-0.652321,-0.176457,1.38822,0.869789,1.1307,-0.00542417,0.134765,0.252075,-0.0809333,-0.0223025,0.109873,0.0600046,-0.0861322,-0.0509695,-0.263185,-0.456817
-3002.99,0.817949,0.625629,3,7,0,3019.32,5.86776,-0.040611,0.038705,0.382255,0.247927,-0.590856,-0.841271,-0.0985859,0.837787,-0.0343727,-0.107638,0.15563,0.229603,0.0685305,-0.0134179,0.0300969,0.0925592,-0.03486,0.00637463,0.0206949,0.0200447,0.0219797,-0.0370257,-0.00605906,-0.012303,0.97951,-0.150476,0.0120883,-0.0811567,0.0730556,-0.73703,-0.565503,-0.205094,0.932517,-0.43888,-0.467504,1.31577,1.09055,0.606101,-0.0192425,0.18651,0.257249,-0.101808,-0.0129138,0.0292676,0.0345229,-0.00674401,-0.252803,-0.12943,-0.162342
-3000.61,0.938736,0.625629,3,7,0,3012.78,5.88032,-0.0368539,0.0662207,0.394945,0.255697,-0.617321,-0.856997,-0.0914452,0.82566,-0.0678318,-0.0896515,0.167885,0.216431,0.127094,-0.00869012,-0.00420541,0.107349,-0.0348441,0.000229049,0.0345525,0.0168862,-0.0034302,-0.00590007,-0.0162506,-0.0347114,0.965896,-0.282127,0.0265698,-0.0362811,0.131685,-0.828486,-0.704962,-0.207346,0.93569,-0.643639,-0.264801,1.34884,0.881995,1.08665,-0.0156758,0.137269,0.295827,-0.0999796,-0.0248059,0.0847435,0.0159271,-0.10563,-0.114582,-0.350306,-0.458029
-3005.33,0.788142,0.625629,3,7,0,3014.55,5.86384,-0.0247905,0.0459458,0.387145,0.255131,-0.612732,-0.837124,-0.0832899,0.803593,-0.0716496,-0.108345,0.172936,0.230992,0.11518,-0.0139517,0.0215971,0.080558,-0.0480053,0.0332874,0.0331606,0.028271,0.0114141,-0.00844503,-0.0128112,-0.0198143,0.980701,-0.0564837,0.00647792,-0.0632996,0.160096,-0.82223,-0.666001,-0.196654,0.917662,-0.622839,-0.417809,1.37925,0.998167,0.976175,-0.00809118,0.15305,0.220888,-0.0891613,0.116565,0.121061,0.123825,-0.00653243,-0.0999931,-0.262205,-0.261456
-3008.06,0.680022,0.625629,3,7,0,3023.42,5.87839,-0.0316844,0.0655849,0.403718,0.252611,-0.591128,-0.861815,-0.118013,0.807601,-0.0256329,-0.0926961,0.176063,0.226331,0.113447,0.00656334,0.0165007,0.0904579,-0.0481666,-0.0114431,0.0522314,0.0241869,0.00599893,-0.0177123,0.0150845,-0.0108971,0.970151,-0.321327,0.0309858,0.0155333,0.0885255,-0.821866,-0.786419,-0.302687,0.91001,-0.489946,-0.266053,1.41446,0.966913,0.985259,0.00835385,0.155554,0.247725,-0.103858,-0.011023,0.206317,0.10707,-0.0173892,-0.110489,0.245447,-0.143791
-3004.17,1,0.625629,3,7,0,3014.03,5.86778,-0.0547076,0.0449654,0.380254,0.250468,-0.62296,-0.838359,-0.0749123,0.841995,-0.0676627,-0.1044,0.149275,0.218239,0.0855139,-0.0261125,0.0195623,0.0930095,-0.0191165,0.0165148,0.00445374,0.0121662,0.00986646,-0.019446,-0.0287434,-0.0319559,0.972958,-0.138581,0.0101358,-0.121959,0.11823,-0.792693,-0.544035,-0.125257,0.943556,-0.555512,-0.461499,1.24649,0.993308,0.728631,-0.0367953,0.166502,0.259084,-0.0806817,-0.0132839,-0.0654737,-0.0353727,-0.0787995,-0.205276,-0.565174,-0.421669
-3004.06,0.846001,0.625629,3,7,0,3017.82,5.88766,-0.0488978,0.0507605,0.373934,0.233941,-0.604939,-0.869351,-0.105142,0.826508,-0.0456117,-0.115959,0.173672,0.233672,0.113336,-0.0192332,0.0312178,0.108088,-0.0382758,0.0160667,0.0427267,0.0311384,0.0229188,-0.0078316,0.00205265,-0.0405896,0.96893,-0.177528,0.0144523,-0.11582,0.0462823,-0.799327,-0.721521,-0.263901,0.939775,-0.500425,-0.477765,1.37561,1.01048,0.975141,-0.0120592,0.209012,0.296308,-0.0684187,0.0701853,0.163685,0.14041,0.0368633,-0.117038,-0.0389075,-0.535594
-3003.23,0.868808,0.625629,3,7,0,3017.92,5.8682,-0.038569,0.0598389,0.404808,0.260574,-0.609597,-0.824803,-0.0822136,0.836435,-0.0540338,-0.0797478,0.153385,0.211744,0.0890638,-0.00270304,0.00381035,0.0779562,-0.0294531,-0.0120987,0.0186251,0.0118347,-0.00803819,-0.0253281,-0.0209568,-0.00389419,0.976171,-0.299844,0.0279393,-0.00935248,0.150712,-0.77997,-0.550005,-0.144872,0.930406,-0.568244,-0.23354,1.2918,0.947199,0.765777,-0.0166349,0.114635,0.217361,-0.111733,-0.0893333,0.00275904,-0.0272667,-0.135601,-0.18299,-0.376189,-0.0513852
-3001.68,0.912438,0.625629,3,7,0,3014.02,5.84863,-0.036333,0.0550163,0.385921,0.254184,-0.593498,-0.850259,-0.0772937,0.827184,-0.0580851,-0.0910067,0.154308,0.205186,0.0997961,0.00899772,0.0124053,0.0987605,-0.0295696,-0.00993148,0.0344784,0.0232913,0.0178896,-0.022061,-0.00202756,-0.0236295,0.958732,-0.260895,0.0236542,-0.072269,0.114893,-0.780979,-0.68045,-0.128627,0.921793,-0.595123,-0.311576,1.2553,0.882182,0.871925,0.00257406,0.158639,0.27285,-0.0806964,-0.0399832,0.105535,0.0725232,-0.00350251,-0.177738,-0.0793897,-0.3118
-3006.9,0.609752,0.625629,3,7,0,3019.13,5.91545,-0.0408577,0.074365,0.385447,0.235652,-0.621927,-0.845276,-0.0988207,0.83892,-0.0738122,-0.102223,0.155169,0.234698,0.114272,-0.0093307,0.0147055,0.0843473,-0.0447094,0.0192554,0.0353007,0.0118621,-0.00412072,-0.0278719,-0.0245905,-0.0289849,0.986034,-0.405957,0.0379811,-0.0769449,0.105998,-0.819314,-0.59975,-0.225491,0.942786,-0.645006,-0.409391,1.28157,1.02032,0.966826,-0.0261111,0.145306,0.234122,-0.141014,-0.00574691,0.0377952,-0.0690154,-0.165707,-0.246667,-0.486561,-0.382466
-3005.01,0.985308,0.625629,3,7,0,3017.29,5.86752,-0.0550868,0.0564855,0.396564,0.252798,-0.604042,-0.869122,-0.0930711,0.836789,-0.0212283,-0.100259,0.156531,0.204207,0.102462,-0.0236921,0.0083163,0.114275,-0.0100866,-0.000958388,0.0114433,0.0172502,-0.00116629,-0.00614002,-0.00623475,-0.0126698,0.964907,-0.239883,0.0197245,-0.0642526,0.0625268,-0.79359,-0.727513,-0.191848,0.937842,-0.37718,-0.399705,1.25989,0.870773,0.884892,-0.0199258,0.171789,0.315576,-0.0313251,-0.0134573,0.0252191,0.0626161,-0.0488265,-0.0663256,-0.133202,-0.167183
-3006.27,0.768031,0.625629,3,7,0,3020.05,5.87781,-0.0316828,0.0581562,0.386395,0.226506,-0.593383,-0.829751,-0.0948029,0.819653,-0.0658598,-0.0814205,0.162896,0.211067,0.102444,0.000199386,0.0184435,0.121945,-0.0146988,0.0243937,0.0158076,0.0117416,0.004858,-0.0282874,0.00259617,-0.00992347,0.984679,-0.312431,0.0282642,-0.0438835,0.0595479,-0.770141,-0.602244,-0.201022,0.918631,-0.624263,-0.190003,1.32019,0.912892,0.892986,-0.00460865,0.202379,0.337453,-0.0441625,0.0427426,0.0105348,-0.00567915,-0.0618132,-0.18631,0.0273629,-0.130944
-3001.73,0.90392,0.625629,3,7,0,3016.96,5.88617,-0.0618081,0.0527854,0.388831,0.246545,-0.62655,-0.854958,-0.0931175,0.840418,-0.0540038,-0.0892869,0.169355,0.225892,0.107154,-0.0032296,0.00477115,0.0957035,-0.04561,0.0261847,0.033847,0.0387687,0.00936379,-0.0149273,-0.00629855,-0.0249994,0.992277,-0.231224,0.0183635,-0.0743418,0.106676,-0.823977,-0.636748,-0.205114,0.943286,-0.561078,-0.247246,1.37698,0.985707,0.918653,-0.00213981,0.139374,0.263233,-0.0926179,0.085827,0.113631,0.166279,-0.0362444,-0.14148,-0.157122,-0.329875
-2999.84,0.811335,0.625629,3,7,0,3013.36,5.8633,-0.0335881,0.049848,0.390337,0.246783,-0.5828,-0.839242,-0.106929,0.825396,-0.0504306,-0.10116,0.156599,0.222448,0.0906523,-0.00214053,0.0288339,0.0896538,-0.024651,-0.00481231,0.0214315,0.0164136,0.00351649,-0.0106751,0.000584163,-0.0201165,0.95461,-0.22827,0.0208309,-0.0276491,0.0744611,-0.748053,-0.61638,-0.235575,0.923382,-0.537385,-0.402055,1.29307,1.00226,0.783643,-0.00547893,0.180117,0.247229,-0.0686704,-0.0260623,0.0587877,0.0475422,-0.0412851,-0.0996721,-0.0269092,-0.265444
-3000.73,0.953088,0.625629,3,7,0,3008.42,5.89108,-0.0537272,0.0588802,0.394991,0.245242,-0.632813,-0.856695,-0.0793179,0.833323,-0.0512469,-0.0921475,0.167476,0.225232,0.114924,-0.0142953,0.00764999,0.100152,-0.0437357,0.0107038,0.0358911,0.0239853,0.0087349,-0.0223583,-0.0193295,-0.0261581,0.992522,-0.249902,0.0214972,-0.0885824,0.125631,-0.849205,-0.677399,-0.172197,0.940315,-0.550912,-0.289659,1.35778,0.959331,0.984701,-0.0206392,0.151664,0.276966,-0.118198,0.00428663,0.0836743,0.0442745,-0.0737261,-0.202584,-0.388703,-0.345166
-2999.52,0.811878,0.625629,3,7,0,3013.2,5.86247,-0.0352598,0.0544122,0.386467,0.246412,-0.582189,-0.842213,-0.108024,0.826419,-0.0507952,-0.104071,0.158556,0.22084,0.0933676,-0.00240147,0.0282938,0.0858347,-0.0228133,-0.00846064,0.0240766,0.0182864,0.00499097,-0.0112123,0.00025724,-0.021694,0.956112,-0.259661,0.0238665,-0.0361043,0.0704417,-0.74842,-0.632327,-0.238414,0.925459,-0.542053,-0.425043,1.30079,0.987854,0.804588,-0.00596025,0.173859,0.236762,-0.0649048,-0.0360524,0.0696846,0.0568441,-0.037784,-0.10607,-0.0355823,-0.28626
-3001.47,0.597838,0.625629,3,7,0,3017.02,5.8835,-0.0499343,0.0647781,0.399454,0.269916,-0.618137,-0.847949,-0.0800057,0.832697,-0.0718237,-0.100045,0.169372,0.22385,0.102873,-0.00703499,-0.00744281,0.0893084,-0.0406151,0.0148423,0.0401155,0.00692279,0.00922036,-0.0310273,-0.00842355,-0.0322275,0.975404,-0.272124,0.024749,-0.0352164,0.185996,-0.805716,-0.629213,-0.156227,0.937211,-0.653971,-0.353886,1.39123,0.986081,0.885858,-0.0205716,0.105695,0.247155,-0.1228,-0.00475343,0.0724794,-0.0789929,-0.0928738,-0.25418,-0.207902,-0.425254
-3000.47,0.975183,0.625629,3,7,0,3009.76,5.88054,-0.0437451,0.0660848,0.380125,0.236877,-0.615959,-0.846442,-0.0844472,0.815583,-0.040767,-0.116097,0.160996,0.215147,0.101156,-0.0104052,0.0102394,0.0856859,-0.0418923,-0.00134767,0.0158272,0.00736222,0.0236448,-0.0383198,-0.0160823,-0.0380494,0.970779,-0.318881,0.0293947,-0.117084,0.101164,-0.855456,-0.727821,-0.170439,0.915314,-0.518369,-0.536004,1.33794,0.928167,0.871833,-0.0313084,0.136987,0.239382,-0.154711,-0.0839406,-0.0420516,-0.0905643,-0.0528273,-0.31692,-0.353515,-0.502075
-3001.44,0.481117,0.625629,3,7,0,3021.86,5.87532,-0.0464075,0.0421711,0.403301,0.255681,-0.600453,-0.850941,-0.102315,0.84735,-0.055313,-0.0786059,0.153732,0.226449,0.0987392,-0.00808368,0.0248364,0.0953087,-0.0275283,0.00421807,0.042581,0.0329649,-0.0134361,0.00544556,-0.00147574,-0.00856878,0.979241,-0.162295,0.012989,-0.00968691,0.0863408,-0.74221,-0.557703,-0.226802,0.948657,-0.525123,-0.198369,1.24265,1.01396,0.845631,0.0026666,0.180093,0.260472,-0.0368923,0.0517853,0.187456,0.180123,-0.0719246,0.0162959,-0.0418269,-0.113068
-3001.17,0.989173,0.625629,3,7,0,3010.61,5.87705,-0.0439541,0.0690002,0.382933,0.238854,-0.615116,-0.850777,-0.0980202,0.811499,-0.0449869,-0.113877,0.168555,0.215363,0.104652,-0.00581697,0.00862265,0.0934605,-0.0408589,0.0186897,0.0142209,-0.00573372,0.0119303,-0.0335808,-0.0135343,-0.0323629,0.964099,-0.34269,0.0316043,-0.0844878,0.0948785,-0.86809,-0.751412,-0.217249,0.912311,-0.551725,-0.490412,1.39371,0.926234,0.901159,-0.0258566,0.144135,0.259994,-0.144353,-0.0245976,-0.052782,-0.162843,-0.090521,-0.275392,-0.298138,-0.42704
-3001.75,0.903739,0.625629,3,7,0,3011.47,5.87719,-0.0464198,0.0418372,0.398027,0.250298,-0.600035,-0.84805,-0.0892309,0.84853,-0.0611742,-0.0841795,0.151025,0.227524,0.0988643,-0.00775183,0.0261806,0.094465,-0.0262206,-0.0140084,0.0451929,0.0460811,0.00164592,-0.000492286,-0.00508381,-0.0126613,0.983721,-0.164301,0.0131279,-0.0473846,0.0906179,-0.734167,-0.54815,-0.183529,0.950878,-0.552254,-0.256314,1.21961,1.01473,0.851016,0.00246651,0.181621,0.259027,-0.0382624,0.00129606,0.205174,0.255541,-0.018076,-0.0308228,-0.112922,-0.16707
-3009.8,0.738354,0.625629,3,7,0,3018.19,5.88963,-0.0568767,0.0379851,0.396799,0.229156,-0.614993,-0.847432,-0.09237,0.841307,-0.0609081,-0.0945018,0.171115,0.181843,0.0971149,-0.0150071,0.031039,0.108063,-0.0278139,-0.00301086,0.0183698,0.0434084,0.0156453,-0.0121914,0.0116006,0.00604305,0.981637,-0.124459,0.00791566,-0.0665867,-0.0019469,-0.786787,-0.613235,-0.165878,0.956473,-0.578621,-0.324409,1.34277,0.750928,0.849632,0.00180445,0.20898,0.297267,-0.0354037,0.0393104,0.118384,0.272197,0.0718507,-0.0508027,0.215427,0.0797402
-3012.45,0.912584,0.625629,3,7,0,3024.16,5.86913,-0.0396665,0.075725,0.379487,0.256343,-0.612236,-0.842249,-0.0835967,0.807006,-0.0427033,-0.0898,0.134361,0.248825,0.10976,-0.00542725,0.0151303,0.0905598,-0.0443876,0.00893439,0.023752,0.00372976,-0.000747023,-0.0111371,-0.0348879,-0.0597207,0.957735,-0.386495,0.0363921,-0.0905683,0.184076,-0.855211,-0.684061,-0.200105,0.894596,-0.48528,-0.340784,1.15689,1.10453,0.928974,-0.0301017,0.154588,0.251239,-0.159994,-0.058363,-0.0250386,-0.127083,-0.163965,-0.210557,-0.724698,-0.788035
-3008.6,1,0.625629,3,7,0,3024.3,5.88516,-0.0400388,0.0341592,0.405815,0.235189,-0.599879,-0.856111,-0.108091,0.850614,-0.0594218,-0.103588,0.193887,0.200526,0.103942,-0.0260131,0.0259276,0.0927256,-0.0351963,0.00148693,0.032953,0.0293922,0.00529127,-0.0171557,0.00713015,0.0103019,0.984827,-0.0611399,0.00428088,-0.0176104,0.000145876,-0.721015,-0.614967,-0.238532,0.977029,-0.594061,-0.354434,1.52077,0.845559,0.8973,-0.0118307,0.178149,0.254817,-0.0610207,0.0376214,0.149485,0.163579,0.0067258,-0.0781818,0.144589,0.135937
-3004.95,0.931851,0.625629,3,7,0,3020.77,5.86948,-0.0530795,0.0791589,0.377343,0.252502,-0.620485,-0.844487,-0.0771201,0.808452,-0.0457997,-0.0941793,0.141612,0.223237,0.0891094,0.00487371,0.014668,0.100977,-0.0460246,0.00496945,0.028788,0.0160054,0.0165423,-0.0225382,-0.0292638,-0.0447469,0.965579,-0.437991,0.0396405,-0.119806,0.145998,-0.882526,-0.69165,-0.146238,0.894209,-0.512075,-0.374199,1.21014,1.00668,0.775169,-0.0142261,0.167133,0.2802,-0.146723,-0.0430348,0.0251582,-0.0305148,-0.0728499,-0.247197,-0.597987,-0.59045
-3009.28,0.824584,0.625629,3,7,0,3017.49,5.90916,-0.0329211,0.037748,0.3972,0.250204,-0.594942,-0.846551,-0.116993,0.860583,-0.0632203,-0.0860905,0.178017,0.21531,0.103584,-0.0281886,0.00669991,0.0936645,-0.0313701,0.00754939,0.0243068,0.0413289,-0.0149608,-0.00980024,-0.00289373,-0.0103842,0.974152,-0.0911647,0.00760512,0.00950697,0.0388487,-0.677908,-0.52115,-0.272154,0.978116,-0.582399,-0.224921,1.43933,0.933242,0.87819,-0.0228759,0.141518,0.258109,-0.0720224,0.0227092,0.0781715,0.186505,-0.124165,-0.0808973,-0.0701503,-0.137023
-3005.69,1,0.625629,3,7,0,3019.62,5.86288,-0.0528888,0.0671418,0.391947,0.239099,-0.618806,-0.849887,-0.0730862,0.811658,-0.045352,-0.10866,0.166261,0.222691,0.106507,0.0117337,0.047133,0.0998786,-0.0375485,-0.00497622,0.0254998,0.015555,0.0303192,-0.0208615,-0.030112,-0.0390006,0.978981,-0.365079,0.0324344,-0.106656,0.134161,-0.88925,-0.768378,-0.144589,0.908782,-0.565228,-0.446392,1.3592,0.959499,0.922805,-0.00384782,0.231361,0.277271,-0.118411,-0.0551845,0.0376183,-0.00251451,0.0126433,-0.227781,-0.602297,-0.514626
-3003.94,0.987252,0.625629,3,7,0,3015.99,5.90056,-0.0484879,0.064307,0.398788,0.238821,-0.595221,-0.848337,-0.0884924,0.851954,-0.0562992,-0.0706013,0.148416,0.225178,0.0980585,-0.0250978,0.0150088,0.0962425,-0.0431244,-0.00780881,0.0230128,0.00912621,-0.00440143,-0.0205713,0.0141321,-0.0280031,0.973079,-0.337125,0.0301627,-0.0531215,0.0522799,-0.698993,-0.52741,-0.183352,0.958167,-0.543387,-0.148922,1.23982,0.989158,0.846491,-0.0322993,0.160835,0.265532,-0.135247,-0.0647413,0.0303634,-0.0315511,-0.108292,-0.159086,0.197049,-0.36951
