# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/sl_beta_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_beta_full_pdw2_all_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,phi,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25
2475.37,0.99351,0.537705,3,7,0,-2458.95,-1.43262,0.0208645,0.0446198,-0.155845,0.0439095,0.0595494,-0.034606,0.0192436,-0.00798752,-0.0542766,-0.105693,-0.190949,0.0894691,-0.0170811,0.0420038,-0.0983059,0.0122943,0.0595262,-0.000100285,-0.0128214,0.00878028,0.0235295,0.0529908,0.017014,0.0188167,0.0156332,16.5213,-0.0667767,0.0101245,-0.308479,0.0197763,0.154085,-0.0154531,0.0951525,-0.0747012,0.156961,-0.464594,-2.4974,0.495438,-0.519802,0.608869,-0.0601141,0.104785,0.162399,0.092064,0.106339,0.192043,0.279049,0.331143,0.149116,0.335446,0.17739
2474.04,0.872185,0.537705,3,7,0,-2457.69,-1.43986,0.0272609,0.00501297,-0.128565,0.0202876,0.0307608,-0.00220687,0.00625539,-0.00547107,-0.0354162,-0.102709,-0.158877,0.08262,-0.0443871,0.0478653,-0.0675572,0.011584,0.0594555,-0.00228475,0.00867538,0.0271691,0.0242107,0.0185051,-0.0148416,0.0327391,-0.038752,15.4014,0.443955,-0.0283427,-0.0657298,-0.000305498,-0.0356499,0.00333067,0.0934989,-0.0498565,0.134491,-0.489027,-2.20099,0.402225,-0.718311,0.606773,-0.0725417,0.107961,0.165047,0.00115556,0.0206254,0.0696519,0.0608937,-0.00717187,-0.131475,0.417338,-0.439718
2475.77,0.957648,0.537705,3,7,0,-2460.02,-1.43776,0.0250788,0.0223611,-0.1293,0.0646715,0.0414846,-0.0327607,0.00518536,-0.00576962,-0.054675,-0.109219,-0.184341,0.115207,-0.0225159,0.0312738,-0.0875299,0.022732,0.0534727,0.00270995,-0.0105692,0.0077054,0.0169761,0.0728694,-0.00982959,0.0240306,-0.0213982,16.3961,0.572396,-0.0375114,-0.437608,0.0394022,0.117865,-0.0141004,0.0673653,-0.0551132,0.143331,-0.532095,-2.22326,0.725557,-0.513348,0.497185,-0.0729861,0.117434,0.148629,0.0453806,0.0271912,0.0900634,0.133207,0.270666,-0.0745439,0.324094,-0.242805
2474.18,0.958355,0.537705,3,7,0,-2460.3,-1.44793,0.0204105,0.0226557,-0.171629,0.00630284,0.0538218,-0.00981542,0.0138932,0.00176522,-0.0399151,-0.125113,-0.18146,0.0810265,-0.0212278,0.034416,-0.0817547,0.0175621,0.0656348,-0.00949721,0.00596633,0.0302993,0.0343505,0.000274297,-0.000309443,0.0426869,-0.0112389,15.0317,-0.0418985,0.00794972,0.0261355,-0.0160056,0.0310849,-0.00164337,0.0983676,-0.0408957,0.156795,-0.56933,-2.46816,0.482379,-0.4966,0.468192,-0.0692225,0.129459,0.180321,0.0218123,0.0767777,0.152866,0.190017,0.0225771,0.021487,0.643213,-0.127527
2472.81,0.977147,0.537705,3,7,0,-2458.5,-1.44238,0.0222528,0.0178476,-0.161165,0.00417059,0.0596556,-0.0196566,0.0190087,-0.00129749,-0.0351663,-0.114761,-0.180874,0.0712145,-0.00806695,0.0339139,-0.0813874,0.00906792,0.0567133,0.00319695,0.00233373,0.0317788,0.0259911,0.00111616,-0.00441474,0.0350795,-0.0114731,14.7323,-0.0238486,0.0075176,-0.0110059,-0.0124177,0.0979014,-0.0083819,0.102357,-0.0250312,0.145442,-0.519585,-2.46368,0.45372,-0.356619,0.452155,-0.0727848,0.0994073,0.156136,0.041466,0.0487488,0.137869,0.130706,0.00617306,-0.00986398,0.522943,-0.130185
2475.2,0.998523,0.537705,3,7,0,-2458.14,-1.43314,0.0232755,0.0188109,-0.167073,0.0446341,0.0521519,-0.0222278,0.0181898,-0.021729,-0.0224007,-0.0969937,-0.17023,0.0922432,-0.0262367,0.0262755,-0.0705583,0.0223905,0.0770145,-0.0241328,-0.00852469,0.0181264,0.0189906,0.0377231,-0.0045903,0.0552805,-0.0353465,16.2842,0.337067,-0.0166137,-0.430367,0.0285034,0.0558584,-0.00519409,0.106945,-0.0882794,0.16536,-0.483952,-2.18269,0.58172,-0.54128,0.462752,-0.0629086,0.152149,0.212302,-0.034585,0.0192962,0.103744,0.11494,0.136382,-0.0426147,0.780548,-0.401075
2476.01,0.926471,0.537705,3,7,0,-2462.21,-1.44667,0.0319293,0.0191938,-0.151964,0.0178827,0.0509076,-0.0157718,-0.017029,0.00432269,-0.074365,-0.0940871,-0.204342,0.10317,-0.00433872,0.0367363,-0.0738607,0.0201382,0.0512763,0.00160833,-0.00312475,0.0162539,0.0149941,0.0455261,-0.00922588,0.0127063,-0.0125566,16.0839,0.251317,-0.0125811,-0.0349919,-0.00515777,0.0844919,-0.00833345,-0.00680077,0.00863234,0.100664,-0.481364,-2.57516,0.703352,-0.322824,0.514074,-0.0640065,0.110874,0.141966,0.0348238,0.0323979,0.0942407,0.0963058,0.159782,-0.0639344,0.168234,-0.142479
2475.48,0.952055,0.537705,3,7,0,-2460.86,-1.41234,0.021475,0.0270759,-0.153737,0.0494446,0.0394768,-0.00708409,0.0251831,-0.0211528,-0.0253613,-0.140027,-0.165505,0.0883263,-0.033479,0.0201113,-0.106753,0.00589332,0.0707247,-0.000134425,-0.016101,0.0180908,0.0263333,0.0359791,-0.0129967,0.0462583,-0.0299524,15.4304,0.322048,-0.0191061,-0.321067,0.0228155,-0.01927,0.00244842,0.130342,-0.137325,0.193332,-0.621159,-2.16292,0.529202,-0.620256,0.389192,-0.0993562,0.109491,0.195861,0.0151875,-0.0162131,0.0882827,0.128906,0.107163,-0.0857422,0.652212,-0.33987
2474.32,0.919769,0.537705,3,7,0,-2461.51,-1.44614,0.0368844,0.0164019,-0.120249,0.0340097,0.0421934,-0.0340047,-0.00974283,0.00476042,-0.0665012,-0.105183,-0.18608,0.102029,-0.0294318,0.0358051,-0.0645034,0.0120024,0.0341766,0.0013491,-0.00318555,0.0102026,0.0260085,0.0310241,0.00584116,0.0114128,0.00201048,16.28,0.355611,-0.0211184,-0.156888,0.0113069,0.133356,-0.0155003,0.0273571,-0.0217156,0.1083,-0.511115,-2.42979,0.588993,-0.52494,0.461368,-0.0449425,0.0710949,0.0939029,0.0573507,0.0689904,0.118366,0.199933,0.167792,0.0491493,0.184617,0.0228129
2471.36,0.947264,0.537705,3,7,0,-2464.26,-1.42937,0.0101428,0.0382657,-0.180939,0.0354042,0.0468181,0.00290555,0.0312358,-0.0148956,-0.0267253,-0.127426,-0.180725,0.100412,-0.017869,0.0286111,-0.108992,0.0172355,0.0899901,0.00309198,0.00379125,0.0296962,0.022398,0.0443577,-0.0100498,0.0504617,-0.0374167,15.334,0.0637791,-0.00137042,-0.20422,0.00784399,-0.0468336,0.00653724,0.147448,-0.0939719,0.194716,-0.569878,-2.25606,0.641635,-0.516618,0.49152,-0.0997343,0.160387,0.24855,0.0478715,0.0571164,0.137245,0.117277,0.140568,-0.0822727,0.699518,-0.424566
2468.54,0.93095,0.537705,3,7,0,-2458.62,-1.43869,0.0368928,-0.00737596,-0.121011,0.0384078,0.0403143,-0.0416853,-0.0112185,0.00505106,-0.071283,-0.100277,-0.182975,0.0955303,-0.0225895,0.0343507,-0.0610174,0.0138757,0.0277309,0.000176688,-0.00933932,0.00575763,0.0278893,0.0288411,0.00345919,0.0154034,0.00247804,16.0135,0.726832,-0.0462115,-0.226949,0.0178934,0.172734,-0.02029,0.0153869,-0.0147191,0.0941805,-0.495054,-2.39255,0.575284,-0.452649,0.442529,-0.0426247,0.0657738,0.0764521,0.0456721,0.0446984,0.0990772,0.204942,0.156972,0.0420075,0.248576,0.0281183
2469.61,1,0.537705,3,7,0,-2454.85,-1.43723,0.00848123,0.0511837,-0.176569,0.0372569,0.049813,0.00307294,0.0323003,-0.016499,-0.0287459,-0.130364,-0.179491,0.0965287,-0.021401,0.0286572,-0.107063,0.0218299,0.0870116,-0.0014758,0.00473109,0.0279403,0.0223687,0.045975,-0.0144103,0.0456265,-0.0353261,14.8407,-0.132474,0.0120507,-0.220157,0.00970561,-0.0483838,0.00712802,0.152385,-0.101137,0.191378,-0.585471,-2.275,0.603685,-0.541593,0.486464,-0.0995998,0.165393,0.240663,0.0303554,0.0511019,0.122005,0.107062,0.134729,-0.106452,0.628722,-0.400844
2474.52,1,0.537705,3,7,0,-2458.85,-1.44941,0.0463712,0.0118812,-0.140916,0.0325051,0.0473014,-0.0293289,0.00769761,0.00664992,-0.0520228,-0.09835,-0.183123,0.100409,-0.0229271,0.0480732,-0.0647642,0.00690383,0.0318814,-0.022482,-0.0087741,0.0115936,0.0355593,0.0210236,0.00889277,0.0166467,0.00146682,15.6168,0.397668,-0.0204545,-0.211468,0.0124615,0.113542,-0.0125015,0.0760557,-0.0101028,0.129212,-0.487713,-2.3588,0.608997,-0.512249,0.589847,-0.0451252,0.0578415,0.0872821,-0.00586474,0.0579467,0.12816,0.246871,0.137204,0.0703156,0.265586,0.016644
2480.87,0.990543,0.537705,3,7,0,-2465.16,-1.43104,0.015799,0.0479611,-0.162044,0.0461875,0.044678,-0.0190381,-0.00150438,-0.0141943,-0.0419798,-0.113962,-0.175725,0.0864843,-0.0234239,0.013758,-0.104742,0.027479,0.0567995,0.00596137,0.00634758,0.0293512,0.0323289,0.0545621,0.000209952,0.0431123,-0.0192771,15.6841,-0.0143702,0.00463732,-0.29141,0.0187451,0.0830908,-0.00834491,0.0358437,-0.115184,0.163175,-0.45709,-2.27561,0.491178,-0.48763,0.280215,-0.0817713,0.134856,0.157089,0.0958168,0.121889,0.201504,0.23552,0.243831,0.00624261,0.629637,-0.218737
2479.57,0.790583,0.537705,3,7,0,-2465.07,-1.45038,0.0307359,0.00158042,-0.143024,0.0250605,0.0506575,-0.0133674,0.022665,-0.00244229,-0.0596931,-0.121072,-0.187002,0.10775,-0.0244654,0.0501391,-0.0660454,0.00302209,0.0689161,-0.00512043,-0.011105,0.0131558,0.0096723,0.0193311,-0.0147765,0.0219331,-0.0186007,16.0337,0.493199,-0.0305507,-0.115829,0.00359806,0.014564,-0.00102275,0.138252,-0.0151368,0.126475,-0.646087,-2.39638,0.689579,-0.556244,0.679427,-0.0668158,0.101129,0.190206,-0.0209197,-0.0373325,0.033096,0.0185193,0.0275308,-0.0971003,0.298151,-0.211061
2482.38,0.804443,0.537705,3,7,0,-2462.55,-1.43162,0.0179208,0.04948,-0.156907,0.0439693,0.0305606,-0.024212,0.00745922,-0.00542859,-0.0407294,-0.133649,-0.179064,0.0887301,-0.0185042,0.0158877,-0.0971406,0.0290266,0.052081,0.0044347,0.00846345,0.0249399,0.0364111,0.0419063,-0.00173468,0.0384196,-0.0124205,15.6303,-0.0548481,0.00625238,-0.257197,0.0178546,0.0776645,-0.0101202,0.0667077,-0.0812602,0.164007,-0.569399,-2.31335,0.535894,-0.428821,0.278524,-0.0758953,0.131985,0.144108,0.0843381,0.116842,0.175281,0.243413,0.192774,0.00619837,0.5731,-0.140935
2481.13,0.745717,0.537705,3,7,0,-2466.83,-1.43552,0.0298019,-0.00155701,-0.146179,0.0272712,0.0605448,-0.0252159,0.012479,-0.00199156,-0.0577421,-0.100183,-0.186347,0.10938,-0.0229179,0.0541543,-0.0730084,0.0117035,0.0651839,-0.00136891,-0.0144045,0.00918489,0.0118145,0.0321621,-0.00663062,0.0272867,-0.0202796,16.031,0.553737,-0.0333916,-0.169482,0.0071943,0.097318,-0.0094482,0.0987358,-0.0172601,0.129921,-0.533175,-2.36119,0.682501,-0.571168,0.731051,-0.0665573,0.113085,0.17971,0.00687393,-0.0181552,0.0553234,0.0691323,0.108189,-0.0510272,0.378139,-0.230112
2479.15,0.890014,0.537705,3,7,0,-2468.57,-1.44916,0.0283823,0.0557796,-0.162501,0.0498789,0.0352655,-0.011783,0.0059589,-0.00687529,-0.0423386,-0.123088,-0.183115,0.0919115,-0.0227348,0.0125365,-0.0995667,0.0244377,0.0588914,0.00721029,0.00846062,0.0299406,0.048795,0.0429779,0.0018131,0.0403472,-0.0196371,15.7967,-0.0488099,0.00709415,-0.28289,0.019558,0.0287373,-0.00328644,0.0641504,-0.0954731,0.162403,-0.506063,-2.37421,0.544411,-0.471226,0.248709,-0.0775475,0.132659,0.162861,0.100254,0.127928,0.200976,0.303787,0.194106,0.0108537,0.585229,-0.222821
2483.07,0.990862,0.537705,3,7,0,-2471.34,-1.44566,0.0215453,0.0217102,-0.139381,0.0311292,0.0495288,-0.00696751,-0.00707493,-0.00626824,-0.0349909,-0.109885,-0.18321,0.0908002,-0.0209152,0.0439205,-0.084504,0.0213508,0.0591225,-0.0162416,-0.00346294,0.0280782,0.0166652,0.0131806,-0.00578969,0.0310609,-0.0161169,16.161,0.27674,-0.0157209,-0.178819,0.0094143,0.0249749,-0.00178763,0.0308856,-0.0454545,0.164358,-0.525103,-2.41445,0.563515,-0.518118,0.58529,-0.0778968,0.126591,0.162719,-0.0192009,0.0229528,0.11834,0.0830264,0.0407451,-0.0325758,0.448012,-0.182878
2480.88,0.632979,0.537705,3,7,0,-2461.08,-1.42571,0.0155739,0.0120478,-0.143938,0.0237059,0.0350626,-0.0136283,0.0119444,-0.0148133,-0.0285325,-0.100877,-0.180608,0.0966491,-0.0170178,0.0489383,-0.0868184,0.0165666,0.046903,-0.0149139,-0.000920002,0.0191941,0.0182355,0.0127966,-0.00403692,0.0288755,-0.0268934,16.0926,0.362835,-0.0217172,-0.162481,0.0075419,0.0324043,-0.00465971,0.0820364,-0.0588391,0.165527,-0.48595,-2.322,0.630739,-0.485589,0.612872,-0.0841503,0.1,0.129438,-0.0271437,0.0113016,0.0699582,0.0718961,0.0188142,-0.0505009,0.386458,-0.305159
2473.95,0.801527,0.537705,3,7,0,-2464.56,-1.41891,0.0223232,0.059058,-0.144881,0.017408,0.0136216,-0.0131785,0.0120953,-0.00292161,-0.0524475,-0.12838,-0.162743,0.0966142,-0.0366592,0.0239116,-0.0847983,0.000650675,0.0684576,0.0141372,0.0129011,0.0187108,0.00688928,0.0339614,-0.00115183,0.0392266,-0.0210213,15.2266,-0.377366,0.027115,0.0284332,-0.0084104,-0.00711099,-0.00239509,0.103752,-0.0708094,0.138762,-0.582052,-2.1068,0.531929,-0.606528,0.38919,-0.0717664,0.0963865,0.188423,0.0834863,0.0883367,0.111432,0.0714092,0.142504,-0.00956301,0.56411,-0.238528
2479.31,0.861081,0.537705,3,7,0,-2460.09,-1.43408,0.014018,0.0510453,-0.135753,0.0215423,0.0262923,-0.0127245,0.0129201,-0.0122724,-0.0595715,-0.127202,-0.166854,0.0930902,-0.0303253,0.0211648,-0.0831154,0.0175372,0.0633963,0.00572845,0.00383812,0.016813,0.0150063,0.0289651,0.00303901,0.0369669,-0.020561,14.8275,-0.288866,0.0203457,-0.0113654,-0.00405635,0.00151068,-0.00176811,0.0947232,-0.0946254,0.130961,-0.580607,-2.17198,0.546551,-0.53888,0.35445,-0.069444,0.124106,0.17427,0.0588708,0.0669712,0.111852,0.115392,0.130908,0.0114302,0.529721,-0.233305
2479.52,0.951124,0.537705,3,7,0,-2466.82,-1.44467,0.0337689,0.0281049,-0.135145,0.036778,0.0214509,-0.0382373,0.0329421,0.00372636,-0.0647548,-0.111553,-0.187521,0.0912078,-0.028118,0.014465,-0.0765102,0.000215828,0.0604778,-0.0117044,0.00990194,0.0182907,0.0260615,0.0316462,-0.00282238,0.037768,-0.0158022,15.4527,0.181026,-0.00959491,-0.211821,0.01609,0.114485,-0.0156039,0.161306,-0.0490377,0.119701,-0.511677,-2.47466,0.556894,-0.491913,0.276034,-0.0621617,0.0843699,0.166763,0.0214691,0.0916406,0.122867,0.1685,0.137247,-0.00819144,0.554323,-0.179307
2476.67,0.777604,0.537705,3,7,0,-2462.54,-1.42653,0.0191811,0.0252881,-0.173163,0.044832,0.0675333,0.00559769,0.000716641,-0.00985422,-0.0403911,-0.125431,-0.168497,0.113984,-0.0175237,0.0573862,-0.0881808,0.032168,0.0658153,0.0148421,-0.0224433,0.0246706,0.0239979,0.0434167,0.00016295,0.0312807,-0.0182317,15.7955,0.334483,-0.0186938,-0.255401,0.0132768,-0.0323882,0.00694947,0.0534578,-0.0516485,0.16799,-0.612327,-2.01989,0.688934,-0.562408,0.776257,-0.0722932,0.156213,0.181361,0.0803043,0.00796861,0.156794,0.170229,0.184644,-0.00519689,0.446138,-0.206875
2475.16,0.95847,0.537705,3,7,0,-2463.87,-1.43889,0.0114444,0.0343199,-0.142966,0.0270758,0.024118,-0.048012,0.0240047,0.0212775,-0.068058,-0.0982525,-0.179573,0.0816329,-0.0110792,0.0103049,-0.0967274,0.00586157,0.0573121,-0.00430295,0.00500813,0.0252296,0.0288384,0.0376584,-0.0163089,0.0288011,-0.0199401,15.4858,0.0199821,0.000697609,-0.148197,0.00812245,0.215798,-0.0265655,0.121642,-0.0106813,0.112713,-0.421023,-2.31423,0.559537,-0.33801,0.232035,-0.0888187,0.0913943,0.159277,0.0216661,0.0512954,0.112689,0.137559,0.107637,-0.100533,0.402821,-0.22626
2476.44,0.971879,0.537705,3,7,0,-2464.48,-1.42754,0.028042,0.00978656,-0.138006,0.0322021,0.0699129,-0.0112611,0.0162335,-0.0367739,-0.0294966,-0.118398,-0.200671,0.105786,-0.0351165,0.0401976,-0.0806511,0.0263966,0.0646422,0.00074345,-0.00370245,0.00528684,0.0166388,0.0461772,0.016638,0.0397463,-0.00716108,15.5203,0.336413,-0.0191859,-0.1872,0.00918544,0.00312246,0.0028788,0.0993464,-0.129027,0.18521,-0.563345,-2.65411,0.571447,-0.662316,0.585141,-0.0515342,0.142112,0.176708,0.0788609,0.101849,0.145813,0.210517,0.274834,0.118612,0.607234,-0.0812566
2483.68,0.981759,0.537705,3,7,0,-2468.71,-1.4244,0.0223791,0.0157657,-0.147008,0.0256834,0.0653857,-0.0305573,0.0138609,-0.00958401,-0.0508809,-0.114419,-0.194022,0.0952905,-0.0167468,0.0300153,-0.0878152,0.0101092,0.0427892,-0.0161307,0.00760757,0.00920491,0.0298599,0.0447301,0.00126393,0.0402632,-0.0180736,15.3459,0.211197,-0.00989513,-0.140737,0.00402145,0.138792,-0.0128631,0.085629,-0.0689703,0.148115,-0.519439,-2.49092,0.603098,-0.443646,0.426911,-0.068641,0.0792274,0.118398,0.0188747,0.100319,0.114664,0.213023,0.203424,0.0114083,0.58785,-0.20508
2484.43,0.784048,0.537705,3,7,0,-2472.9,-1.43619,0.0341033,0.0351357,-0.166755,0.0463145,0.0348884,-0.0151013,0.0173153,-0.00465695,-0.0401594,-0.113692,-0.17688,0.0909747,-0.0297916,0.0422128,-0.0776524,0.0243516,0.0666541,0.00240102,-0.0134725,0.00788497,0.0216763,0.0261263,-0.00296426,0.0360654,-0.0158213,16.4805,0.202988,-0.00812508,-0.340007,0.0230757,0.0133754,-0.0026076,0.110781,-0.0484895,0.152538,-0.55666,-2.36874,0.520163,-0.609121,0.598826,-0.0661101,0.141712,0.18356,0.0296129,0.00332652,0.0726878,0.137496,0.11095,-0.0109546,0.52749,-0.179524
2475.55,0.582864,0.537705,3,7,0,-2464.3,-1.42051,0.0206268,0.0160601,-0.153561,0.0276668,0.0212859,-0.0140656,-0.00915697,-0.0298099,-0.0605508,-0.114284,-0.175727,0.099739,-0.0237944,0.0543242,-0.0796264,0.040298,0.0456044,-0.00574964,-0.00246764,0.0209669,0.0151377,0.0377492,0.00882571,0.0173967,-0.0314967,15.9303,0.371889,-0.0233624,-0.136184,0.00654839,0.0101674,-0.00434084,0.0175295,-0.10342,0.130749,-0.545276,-2.25298,0.582307,-0.557972,0.680832,-0.0701847,0.145856,0.125336,0.0223001,0.0428462,0.116403,0.102539,0.141009,-0.00515343,0.194265,-0.357392
