# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/sl_normal_sens_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_sens_pdw2_all_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25,theta.26,theta.27,theta.28,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28
-3000.86,0.907569,0.611676,3,7,0,3011.89,5.86293,0.0666743,0.0234303,-0.08017,0.0362246,-0.0818407,-0.00655889,0.365093,0.238804,-0.607234,-0.853418,-0.100527,0.804661,-0.0427518,-0.0965334,0.149405,0.240781,0.109207,-0.0112331,0.0308563,0.0701588,-0.0492518,0.00120551,0.0332839,0.00991551,0.00965083,-0.00857081,-0.020658,-0.014955,0.971126,0.356021,-0.0211127,-0.233617,0.0203396,-0.0131782,0.00349485,-0.0947117,0.110875,-0.841196,-0.683082,-0.261976,0.911565,-0.521063,-0.371547,1.22965,1.06577,0.933608,-0.0134295,0.160967,0.194167,-0.119009,0.00322642,0.108398,0.0103155,-0.0164832,-0.101192,-0.391544,-0.19752
-3000.23,0.891873,0.611676,3,7,0,3016.2,5.89139,0.0154225,0.00394801,-0.0847826,0.0660433,-0.096685,-0.0331089,0.396153,0.237838,-0.610744,-0.849052,-0.078831,0.847901,-0.0394636,-0.100989,0.173098,0.204226,0.0910304,-0.0120483,-0.0042538,0.11015,-0.0147642,0.00844161,0.0211434,0.027438,0.00250811,-0.0307045,0.0010195,-0.0357516,0.975577,1.01982,-0.072322,-0.586946,0.0551289,0.0438334,-0.00414198,-0.0447837,0.0934875,-0.763755,-0.608753,-0.14065,0.953581,-0.549209,-0.365474,1.4439,0.902133,0.785881,-0.02668,0.145611,0.30955,-0.065439,-0.027274,0.00266772,0.0384656,-0.125034,-0.249634,-0.0483791,-0.472195
-2999.45,0.845165,0.611676,3,7,0,3014.11,5.86301,0.0669296,0.0241488,-0.0891698,0.033396,-0.0821053,-0.0094688,0.36581,0.238849,-0.601852,-0.852547,-0.0982321,0.809703,-0.0422248,-0.0969486,0.149255,0.238905,0.109511,-0.00743279,0.0304936,0.0705454,-0.0465646,-0.000594553,0.0334632,0.0112748,0.00996644,-0.0129785,-0.020386,-0.0127174,0.970698,0.316052,-0.0175133,-0.245965,0.019896,-0.00673213,0.00270519,-0.0900268,0.112933,-0.822391,-0.677626,-0.249631,0.914839,-0.526552,-0.374396,1.22802,1.0551,0.937863,-0.0113396,0.160705,0.195568,-0.116391,-0.00696441,0.103969,0.0113378,-0.022647,-0.123846,-0.382603,-0.167967
-3001.67,0.910423,0.611676,3,7,0,3013.98,5.89298,0.0101454,0.0102991,-0.0707269,0.0754371,-0.0992746,-0.0387487,0.389039,0.236734,-0.610617,-0.848941,-0.0780101,0.831449,-0.037519,-0.0899224,0.167183,0.201482,0.0875147,-0.0187044,0.00680901,0.104487,-0.0161856,0.0156427,0.0319194,0.0167775,-0.00762929,-0.00699339,6.73342e-05,-0.0337923,0.976198,0.981531,-0.0716587,-0.607529,0.0601652,0.0680189,-0.0071473,-0.0657626,0.0751534,-0.780794,-0.619181,-0.145192,0.937622,-0.500649,-0.287055,1.37915,0.901533,0.749182,-0.0230412,0.161523,0.292487,-0.0392854,0.0327695,0.0821939,0.0225014,-0.113386,-0.102438,-0.0615121,-0.446318
-3004.45,0.906976,0.611676,3,7,0,3015.86,5.8705,0.0759413,0.0189072,-0.0945384,0.0297617,-0.0843279,0.00165306,0.374393,0.24785,-0.607818,-0.848538,-0.0982019,0.820901,-0.0351494,-0.0928796,0.164716,0.238036,0.114042,-0.00320989,0.00617299,0.0752033,-0.0551724,-0.000397912,0.0268431,0.0367206,0.0165228,-0.0508824,-0.00940475,-0.0137904,0.969502,0.433819,-0.0240062,-0.239586,0.0180057,-0.0430948,0.00683968,-0.0462046,0.152285,-0.813858,-0.672033,-0.250675,0.926049,-0.548018,-0.29258,1.37335,1.03218,0.979665,-0.0196092,0.116023,0.209965,-0.168367,-0.0520614,0.0268273,0.0859814,-0.0795224,-0.34525,-0.191209,-0.182139
-3002.87,0.972856,0.611676,3,7,0,3019.78,5.88173,0.0238694,0.0158665,-0.0981724,0.0741481,-0.0961397,-0.0415828,0.385885,0.242986,-0.608092,-0.845782,-0.083227,0.824249,-0.0412007,-0.0944747,0.156023,0.194723,0.0888781,-0.0273827,0.0259234,0.089842,-0.0180823,0.00330988,0.02271,0.0047655,-0.0163908,0.0120064,-0.0189779,-0.026622,0.968714,0.867373,-0.0604157,-0.611491,0.0570004,0.083503,-0.00858815,-0.0625762,0.0701082,-0.789211,-0.622705,-0.15885,0.934064,-0.487135,-0.378904,1.28123,0.859416,0.752299,-0.0283888,0.180515,0.250435,-0.0498736,-0.00229717,0.0584388,-0.0203159,-0.116602,0.00560414,-0.383604,-0.351614
-3007.32,0.832129,0.611676,3,7,0,3020.48,5.90405,0.0694894,0.00543515,-0.0725731,0.0471045,-0.0815767,-0.035226,0.391956,0.233672,-0.625695,-0.853616,-0.0931415,0.819477,-0.0537534,-0.111197,0.15349,0.233214,0.104888,0.00196938,-0.0262568,0.0934992,-0.0302509,-0.00759781,0.0329627,0.0157239,0.0330954,-0.0413068,-0.0108822,-0.024629,0.98165,0.818678,-0.0525986,-0.440393,0.0402918,0.0831405,-0.00665637,-0.0584264,0.135367,-0.877331,-0.670928,-0.210632,0.918513,-0.612627,-0.473084,1.28177,1.03164,0.919916,-0.012699,0.0750569,0.261977,-0.101035,-0.0616649,0.064177,-0.0112211,0.0145619,-0.307577,-0.237337,-0.325292
-2994.12,0.930404,0.611676,3,7,0,3016.21,5.87063,0.0378057,0.0261254,-0.0992848,0.038947,-0.0907112,-0.0344017,0.372343,0.237552,-0.621805,-0.843333,-0.097054,0.816467,-0.0434675,-0.0885634,0.1532,0.213231,0.0980876,-0.0050072,0.011292,0.0951392,-0.0341931,-0.00268919,0.036831,-0.0049492,0.00632895,-0.0212613,-0.00859723,-0.0104621,0.967042,0.384129,-0.0244384,-0.383507,0.0321078,0.0686635,-0.00663327,-0.0696095,0.106761,-0.862076,-0.633092,-0.21684,0.919013,-0.551172,-0.297686,1.26345,0.936543,0.858961,-0.0125627,0.155195,0.264643,-0.098572,-0.0310642,0.0959864,-0.0987887,-0.0485036,-0.157642,-0.170813,-0.13818
-2995.19,0.719161,0.611676,3,7,0,3008.35,5.87231,0.0416667,-0.000197899,-0.0691762,0.0601983,-0.0928111,-0.0154021,0.38543,0.237122,-0.595217,-0.847291,-0.0862501,0.844739,-0.0313214,-0.116134,0.164967,0.216503,0.0997501,-0.0263639,0.0188674,0.0731672,-0.028813,0.012264,0.0273168,0.0397024,0.00171394,-0.0156156,-0.00611527,-0.026681,0.966105,1.01258,-0.0701087,-0.440395,0.0431753,-0.00371677,0.00177042,-0.0615624,0.080194,-0.718312,-0.602391,-0.18137,0.956575,-0.456593,-0.529672,1.34706,0.956492,0.834997,-0.0282245,0.142091,0.204972,-0.067091,0.0304215,0.0761973,0.157056,-0.0815972,-0.149193,-0.157196,-0.352393
-2995.19,0.596528,0.611676,3,7,0,3010.69,5.87679,0.0428077,0.00716498,-0.0723333,0.0589296,-0.0981632,-0.00924555,0.379223,0.237185,-0.583021,-0.866749,-0.0941768,0.836373,-0.0436181,-0.0979076,0.151968,0.222086,0.104112,-0.0303352,0.0233607,0.0700156,-0.0343698,0.00186726,0.0330059,0.0283205,0.00737147,-0.0176991,-0.00977686,-0.0351415,0.971141,0.86072,-0.0597813,-0.412491,0.0407174,-0.0254059,0.0036286,-0.0749266,0.0431499,-0.71126,-0.645077,-0.216567,0.947395,-0.494464,-0.394496,1.24255,0.974656,0.87365,-0.0364574,0.14621,0.195692,-0.0953955,-0.0156772,0.0810637,0.0747786,-0.0745328,-0.180858,-0.237376,-0.464137
-2998.17,0.632362,0.611676,3,7,0,3011.74,5.87844,0.0466887,0.0114012,-0.0834464,0.0615702,-0.0928694,-0.0199191,0.362821,0.228142,-0.574355,-0.868293,-0.0914694,0.816234,-0.0375764,-0.10582,0.150455,0.228649,0.112509,-0.0282117,0.0184814,0.0842897,-0.0431154,0.00426356,0.0373475,0.0327959,0.0112195,-0.021231,-0.0207375,-0.0312736,0.979812,0.817249,-0.0553081,-0.481748,0.0451134,0.0192709,-0.00106982,-0.119031,0.0379713,-0.726856,-0.718773,-0.226682,0.926997,-0.476382,-0.461538,1.23234,0.987824,0.951344,-0.0345439,0.156163,0.235617,-0.114427,-0.00689841,0.0963154,0.0940121,-0.0682561,-0.207456,-0.423223,-0.413052
-2997.16,0.60672,0.611676,3,7,0,3022.81,5.876,0.0355033,0.0164216,-0.0881545,0.0356848,-0.0883495,-0.0269474,0.399878,0.249338,-0.639644,-0.833679,-0.0936495,0.835408,-0.041197,-0.0915093,0.171004,0.214147,0.0868869,0.00524773,0.00994808,0.0952161,-0.0301519,0.00693043,0.018129,0.00556042,0.00087518,-0.0262358,2.53675e-07,-0.0165862,0.968996,0.503445,-0.0334676,-0.334398,0.0285682,0.0360195,-0.00254269,-0.00430985,0.15796,-0.872608,-0.57668,-0.193159,0.936655,-0.582231,-0.28017,1.43887,0.967241,0.762525,-0.00815356,0.152626,0.265701,-0.0995956,-0.0235645,0.0047332,-0.0568552,-0.0918715,-0.189532,-0.0307694,-0.219065
-3001.81,0.711841,0.611676,3,7,0,3014.18,5.90269,0.0457469,0.00526045,-0.0696283,0.0555267,-0.0915043,-0.0254993,0.380636,0.260159,-0.605594,-0.867626,-0.0815503,0.853941,-0.0496076,-0.0905617,0.168137,0.209636,0.107813,-0.0353608,-0.00156867,0.071204,-0.0422295,0.0024292,0.0289384,0.0289803,-0.00144934,-0.0253842,-0.00240874,-0.0269908,0.984567,0.926157,-0.0635888,-0.383986,0.037793,0.0483102,-0.00351372,-0.0644751,0.108749,-0.721674,-0.617591,-0.166461,0.973501,-0.554174,-0.29887,1.37273,0.892812,0.906,-0.0427539,0.0960883,0.198388,-0.124026,-0.0270191,0.0524693,0.0658918,-0.121088,-0.205362,-0.0924973,-0.356485
-2999.51,0.672172,0.611676,3,7,0,3020,5.85123,0.0367398,0.0222509,-0.101953,0.0476276,-0.0863356,-0.0177656,0.382008,0.222789,-0.609575,-0.834658,-0.099265,0.805223,-0.0313653,-0.107099,0.154089,0.229434,0.0916278,0.0108634,0.025867,0.108896,-0.0221458,0.0042438,0.0231067,0.0100263,0.0135437,-0.018434,-0.0164305,-0.0193524,0.963178,0.462182,-0.0299212,-0.466728,0.0393561,-0.00416369,0.00155511,-0.0591526,0.0992419,-0.865586,-0.661845,-0.233007,0.898715,-0.512221,-0.444988,1.29816,1.042,0.808112,0.000872547,0.205161,0.304738,-0.0664181,-0.0110828,0.0457123,-0.01152,-0.0250059,-0.164609,-0.325254,-0.2556
-3004.97,0.682554,0.611676,3,7,0,3017.84,5.90829,0.0330746,0.0161045,-0.0758293,0.0554588,-0.0814589,-0.0110484,0.376861,0.244866,-0.590887,-0.840816,-0.102102,0.866977,-0.0331121,-0.0900735,0.171074,0.237723,0.100265,-0.0304402,0.00548689,0.0816271,-0.0155689,0.00913924,0.0271429,0.0113446,-0.000412232,-0.0287795,-0.0278058,-0.00711589,0.975762,0.72538,-0.0497201,-0.467733,0.0430858,-0.00483371,0.00288262,-0.0274523,0.10537,-0.657575,-0.481344,-0.247625,0.977818,-0.481037,-0.270757,1.41333,1.07768,0.846909,-0.0395024,0.126225,0.230147,-0.0631962,-0.0194593,0.030623,-0.0411528,-0.117853,-0.218442,-0.502876,-0.0939843
-3006.78,0.961416,0.611676,3,7,0,3022.62,5.84625,0.0491418,0.0116034,-0.0928285,0.0418373,-0.0995049,-0.0334287,0.381318,0.230421,-0.627783,-0.861373,-0.0798725,0.785788,-0.0473076,-0.108274,0.150203,0.203963,0.0993286,0.00822,0.020819,0.0983378,-0.0483433,-0.00142196,0.0263304,0.0281587,0.0127922,-0.00806747,0.00813317,-0.0469178,0.971835,0.604145,-0.0401468,-0.329091,0.0293949,0.0494186,-0.0053787,-0.116274,0.0901029,-0.952264,-0.813935,-0.159493,0.886569,-0.579559,-0.478667,1.25055,0.87272,0.866881,0.00038265,0.179323,0.272527,-0.121044,-0.0090021,0.0792781,0.104404,-0.0214459,-0.123485,0.0561783,-0.619675
-2994.59,1,0.611676,3,7,0,3013.81,5.87591,0.0379985,0.0115303,-0.0898124,0.0579832,-0.0969903,-0.0243261,0.376263,0.242309,-0.580733,-0.867297,-0.0956101,0.834365,-0.0371131,-0.0829258,0.160634,0.241514,0.104829,-0.0164578,0.0240061,0.0829834,-0.0302214,-0.00123766,0.0160917,0.0209291,0.00452812,-0.00791278,-0.00701154,-0.0228547,0.971475,0.721108,-0.0485731,-0.46935,0.0427197,0.0220401,-0.00194476,-0.0689267,0.0751309,-0.711951,-0.649079,-0.240268,0.943304,-0.507565,-0.217309,1.33434,1.07679,0.894702,-0.0189741,0.1651,0.230936,-0.0815372,-0.0150147,0.0384957,0.0720132,-0.0409672,-0.0963645,-0.165881,-0.301857
-2997.26,0.742492,0.611676,3,7,0,3008.65,5.88862,0.0435048,0.0123123,-0.0959048,0.0399874,-0.0780783,-0.0273314,0.390273,0.232191,-0.625985,-0.834797,-0.0915481,0.82596,-0.039154,-0.116161,0.162047,0.202536,0.0850805,0.00176931,-6.05069e-05,0.106946,-0.0296688,0.0121843,0.0358651,0.02942,0.011098,-0.0274735,-0.0236693,-0.0153952,0.978576,0.619008,-0.0404478,-0.398516,0.0329996,0.0445767,-0.00231678,-0.0480428,0.0998461,-0.858031,-0.618226,-0.1768,0.924478,-0.535406,-0.531448,1.35177,0.910909,0.745413,-0.00712118,0.150071,0.30011,-0.0763027,0.0184527,0.0914238,0.0786664,-0.0627829,-0.22064,-0.445392,-0.203335
-3008.7,0.523676,0.611676,3,7,0,3018.68,5.85184,0.0620284,0.0286597,-0.0752517,0.0491313,-0.0736195,-0.0426309,0.382637,0.224949,-0.60873,-0.842972,-0.0856024,0.805663,-0.0405095,-0.128265,0.150317,0.228656,0.0680279,-0.0147134,0.0190241,0.103187,-0.0403909,0.000991982,0.0229134,0.0306655,-0.0244261,-0.0289184,-0.0208641,-0.0158654,0.984828,0.438564,-0.0267506,-0.460278,0.041208,0.110401,-0.00911327,-0.116085,0.0670917,-0.835371,-0.644283,-0.179342,0.906908,-0.51091,-0.683334,1.33132,1.08973,0.589636,-0.0323233,0.184038,0.288472,-0.145052,-0.066849,-0.00889542,0.0352904,-0.252361,-0.227252,-0.396863,-0.209544
-3010.43,0.922938,0.611676,3,7,0,3028.69,5.91173,0.0361074,0.013057,-0.095254,0.0436393,-0.100665,-0.0159688,0.384753,0.250891,-0.620405,-0.866494,-0.0951996,0.844495,-0.046178,-0.0564695,0.170651,0.203229,0.14102,-0.0116586,0.00410506,0.0855579,-0.0281618,0.00353803,0.0318399,0.0107364,0.0164118,-0.0105057,0.0107536,-0.0262206,0.965798,0.630324,-0.0431949,-0.316813,0.0282953,-0.00643739,0.000800716,-0.0107783,0.118892,-0.805197,-0.679235,-0.226069,0.960127,-0.59062,0.0511624,1.32368,0.779733,1.20408,-0.0104331,0.127269,0.237755,-0.0570097,0.022615,0.117514,0.031264,0.0272217,-0.0988939,0.140727,-0.346312
-3006.54,0.913934,0.611676,3,7,0,3027.33,5.86411,0.0337483,0.0218089,-0.0783882,0.0702508,-0.0929116,-0.0332273,0.379864,0.231879,-0.608541,-0.838501,-0.0795457,0.820692,-0.0325504,-0.146829,0.158695,0.232024,0.0591256,-0.0112452,0.0111442,0.0969931,-0.0333726,0.000338052,0.0270244,0.027476,0.00676159,-0.0185288,-0.0298289,-0.0151672,0.981288,0.764083,-0.0527075,-0.609438,0.057814,0.0563262,-0.0050119,-0.128288,0.0978256,-0.805508,-0.601272,-0.149415,0.921321,-0.466587,-0.8263,1.37952,1.13401,0.523357,-0.0181605,0.158912,0.271355,-0.094609,-0.0207454,0.0615827,0.0784742,-0.0676996,-0.172305,-0.553442,-0.200323
-3000.56,0.988327,0.611676,3,7,0,3020.08,5.89179,0.0361652,0.00206446,-0.0782434,0.0459793,-0.0904245,-0.0104276,0.388653,0.235584,-0.600673,-0.853794,-0.108834,0.835502,-0.0236788,-0.10461,0.158042,0.211757,0.121301,-0.012049,-0.0122106,0.0842472,-0.0395098,-0.00678277,0.0229162,0.000730842,0.00846125,-0.025803,-0.0168789,-0.0206879,0.949109,0.822501,-0.0551437,-0.406982,0.0365691,-0.0174731,0.003486,-0.00918754,0.0853041,-0.787148,-0.689319,-0.258125,0.941975,-0.478351,-0.432791,1.29235,0.869849,1.04303,-0.0264206,0.0913067,0.234635,-0.135411,-0.0743196,0.0135358,-0.0958996,-0.0740578,-0.212448,-0.33563,-0.273239
-3002.16,0.892205,0.611676,3,7,0,3014.74,5.8794,0.0498419,0.0283089,-0.0846737,0.0449726,-0.0823563,-0.0202271,0.375979,0.239884,-0.614767,-0.842184,-0.0678545,0.803726,-0.0563126,-0.0879086,0.167018,0.224828,0.0801315,-0.0146366,0.027084,0.0900186,-0.0288828,-0.00156364,0.0263937,0.0325225,0.0167322,-0.0202469,-0.00292624,-0.0252181,1.00328,0.382468,-0.0255025,-0.290966,0.0265279,0.0283192,-0.00106525,-0.11794,0.116863,-0.825199,-0.624757,-0.137562,0.912256,-0.592566,-0.261655,1.39516,1.04141,0.695116,-0.0173599,0.181108,0.251386,-0.0728467,-0.00965395,0.0797479,0.127683,-0.00898439,-0.171421,-0.0983218,-0.333072
-3001.74,1,0.611676,3,7,0,3015.1,5.87521,0.0322858,-0.000119233,-0.0863251,0.0522594,-0.0961095,-0.0221568,0.385058,0.234423,-0.607111,-0.859746,-0.112559,0.852228,-0.0220469,-0.10971,0.155926,0.219403,0.118176,-0.00875304,-0.000832234,0.0902586,-0.0331659,0.0126272,0.0281397,0.00550853,-0.00429689,-0.0155649,-0.0164078,-0.0247201,0.94387,0.936373,-0.06346,-0.502887,0.0452254,0.0120486,-0.000622261,-0.0258158,0.0807343,-0.784237,-0.656739,-0.266048,0.955614,-0.455457,-0.475268,1.27997,0.927845,1.0078,-0.0205926,0.124897,0.252225,-0.100218,-0.00149866,0.0414137,-0.0641761,-0.120323,-0.15657,-0.334815,-0.326495
-3004.33,0.817819,0.611676,3,7,0,3017.86,5.88989,0.0488813,0.0318403,-0.0765894,0.0387254,-0.0840365,-0.0194343,0.381407,0.231749,-0.609107,-0.843995,-0.0829413,0.795941,-0.0510314,-0.0789065,0.166534,0.214349,0.0838269,-0.0184937,0.0195861,0.0762376,-0.0328814,-0.00673391,0.0304652,0.0235934,0.0237647,-0.0136918,0.0075837,-0.00941999,1.00029,0.232019,-0.015225,-0.214924,0.0200312,0.0279844,-0.00091583,-0.0873977,0.0633881,-0.823835,-0.641436,-0.183911,0.907207,-0.557466,-0.185245,1.35697,0.974919,0.730361,-0.00987131,0.145465,0.211104,-0.0591494,0.0135747,0.142037,0.133307,0.0815777,-0.0920432,0.116075,-0.124416
-3003.58,1,0.611676,3,7,0,3016.43,5.86194,0.0223286,-0.00357326,-0.0964294,0.0465285,-0.0977276,-0.0252407,0.38472,0.251377,-0.607672,-0.848525,-0.0945515,0.860459,-0.0324668,-0.121486,0.147288,0.220279,0.105568,-0.0133715,0.00419747,0.0988629,-0.0347522,0.0132649,0.0378762,0.0264022,-0.0121536,-0.0244887,-0.0202171,-0.0489326,0.957268,0.964017,-0.0663592,-0.461079,0.0402885,0.0245648,-0.00211422,-0.0329398,0.139695,-0.753974,-0.582065,-0.196781,0.961101,-0.476257,-0.610312,1.24423,0.962581,0.892068,-0.0354752,0.148487,0.277765,-0.123122,-0.029853,0.035811,-0.0111894,-0.228443,-0.258039,-0.446822,-0.646285
