# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = vi_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/vi_normal_full_pdw2_all.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/vi_normal_full_pdw2_all_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_region.1,a_region.2,a_region.3,a_region.4,a_state.1,a_state.2,a_state.3,a_state.4,a_state.5,a_state.6,a_state.7,a_state.8,a_state.9,a_state.10,a_state.11,a_state.12,a_state.13,a_state.14,a_state.15,a_state.16,a_state.17,a_state.18,a_state.19,a_state.20,a_state.21,a_state.22,a_state.23,a_state.24,a_state.25,a_state.26,a_state.27,a_state.28,a_state.29,a_state.30,a_state.31,a_state.32,a_state.33,a_state.34,a_state.35,a_state.36,a_state.37,a_state.38,a_state.39,a_state.40,a_state.41,a_state.42,a_state.43,a_state.44,a_state.45,a_state.46,a_state.47,a_state.48,theta_2.1,theta_2.2,theta_2.3,theta_2.4,theta_1.1,theta_1.2,theta_1.3,theta_1.4,theta_1.5,theta_1.6,theta_1.7,theta_1.8,theta_1.9,theta_1.10,theta_1.11,theta_1.12,theta_1.13,theta_1.14,theta_1.15,theta_1.16,theta_1.17,theta_1.18,theta_1.19,theta_1.20,theta_1.21,theta_1.22,theta_1.23,theta_1.24,theta_1.25,sigma,sigma_a,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,gamma.1,gamma.2,gamma.3,gamma.4
263.129,0.976251,0.348585,4,15,0,-226.962,6.63413,6.44279,6.78915,6.72302,6.66912,6.88911,6.54292,6.74224,6.34492,6.6184,6.64482,6.89041,6.97492,6.85072,6.4844,5.81372,6.79124,6.47124,6.91202,6.41658,6.79412,6.92904,6.73961,6.3119,6.68824,6.61455,6.88608,6.37874,6.64796,7.033,6.75433,6.36112,6.93604,6.23815,7.27772,6.75933,6.46483,6.71622,6.96932,6.55359,6.28818,6.91201,6.34636,6.57516,6.75768,6.66782,6.35686,7.26735,6.71009,6.81732,6.86186,6.87746,0.0149555,-0.041118,0.0510461,-0.133656,0.0228528,-0.0904131,0.181051,-0.0801545,0.0675487,-0.0477435,0.00310878,-0.0936108,0.852039,-0.161761,-0.141475,0.089259,-0.0642719,0.00554485,-0.0557383,-0.00620503,0.0734406,0.00367682,-0.0042177,0.00887713,0.0119001,0.0128759,-0.0011867,0.00270303,-0.0243495,0.567407,0.258854,0.507817,-0.0362495,-0.276041,0.0245235,-0.0554418,0.00295647,0.0577307,-0.0292178,1.1432,-0.77673,-1.96795,0.46424,-0.756186,0.18924,-0.0573629,0.0892544,0.201682,0.00498467,-0.01957,0.0157015,0.0277971,0.00424179,-0.0593912,-0.0188748,-0.276293,-0.0457109,-0.0342558,0.51005,-0.0249461
265.105,0.998266,0.348585,4,15,0,-229.544,6.577,6.78041,6.85636,6.65461,6.69083,6.91722,6.61532,6.85576,6.32926,6.78731,6.83392,6.96038,6.87214,6.92377,6.47559,6.72928,6.75366,6.5632,6.96957,6.31477,6.58837,6.9733,6.60888,6.55079,6.64552,6.72559,6.62899,6.58701,6.58129,6.82707,6.50342,6.69877,6.97957,6.31102,7.22683,6.653,6.45438,6.90014,6.79321,6.80236,6.29069,7.07315,6.14456,6.36468,6.8003,6.36353,6.54653,7.07821,6.7207,6.59706,7.08726,6.88624,0.00425166,0.110269,0.0143205,0.033518,0.032497,-0.104454,0.178871,-0.0926468,0.0866121,-0.0570128,-0.00442307,-0.0920706,0.813927,-0.184378,-0.17177,0.106082,-0.0792703,0.0353337,-0.0531939,0.0239184,0.0583951,-0.010138,-0.00176517,0.030712,0.0336271,0.0176154,-0.0151539,0.0237215,-0.0251645,0.537109,0.224629,0.610767,-0.044004,-0.100302,0.00858244,-0.00551336,-0.00165852,0.0575381,-0.026311,1.13287,-0.896472,-2.41624,0.471804,-0.987287,0.478113,-0.0549807,0.131326,0.161966,-0.0134074,0.00896484,0.10185,0.1238,0.0070768,-0.112202,0.309734,-0.285541,0.0157394,0.0569338,0.0718146,0.00625591
263.046,0.799304,0.348585,4,15,0,-220.263,6.40227,6.56996,6.72606,6.794,6.63339,6.79472,6.50963,6.77628,6.34512,6.7013,6.67518,6.77412,6.94238,6.83104,6.47,6.00903,6.69465,6.49861,6.96309,6.46419,6.80664,6.96639,6.65374,6.48368,6.65486,6.7599,6.92388,6.34561,6.8338,7.16752,6.49828,6.41517,6.92997,6.33685,7.34629,6.55106,6.46427,6.78053,6.76706,6.57414,6.22986,6.96644,6.17225,6.6009,6.75517,6.71848,5.90297,7.15236,6.71692,6.83494,6.8317,6.89175,0.0403601,0.0256385,-0.0279012,-0.109043,0.0379502,-0.0714201,0.224911,-0.0655764,0.0579308,-0.0372973,-0.00518601,-0.0962217,0.836633,-0.169553,-0.138163,0.091262,-0.0646216,0.00847195,-0.0615985,-0.00645216,0.0599724,-0.0161972,0.000211569,0.014351,-0.0016765,0.0200485,-0.00310258,0.000876261,-0.0306313,0.569978,0.280598,0.424993,-0.0330383,-0.28866,0.0342316,-0.10043,0.00714247,0.032382,-0.0441582,1.13597,-0.807236,-1.86922,0.487817,-0.758476,0.208908,-0.0667281,0.0696569,0.164788,-0.0511771,-0.0170749,0.0198687,-0.0498949,0.0149192,-0.0862673,-0.0634535,-0.347572,-0.0171034,0.0223856,-0.0960196,-0.0203521
272.248,0.923569,0.348585,4,15,0,-228.644,6.56075,6.61714,6.77609,6.74694,6.74778,6.97594,6.56754,6.79187,6.34407,6.71835,6.80208,7.01292,6.92452,7.00219,6.45011,6.47195,6.86888,6.54426,7.07165,6.30431,6.68655,6.97728,6.60594,6.56976,6.5944,6.66451,6.65517,6.59702,6.59686,7.01397,6.6573,6.59932,6.96527,6.32514,7.18268,6.6158,6.5023,6.7601,6.80811,6.76218,6.14691,6.9998,5.95496,6.31768,6.76022,6.41666,6.05157,7.12355,6.7399,6.60945,7.04601,6.93247,0.0873238,0.14121,0.0565731,-0.0431645,0.0280522,-0.0986907,0.176238,-0.0855773,0.0681031,-0.0413749,0.00622997,-0.0931663,0.828306,-0.163,-0.159639,0.0937553,-0.0796286,0.0263568,-0.0390175,0.0276587,0.0426311,0.00471516,-0.00583595,0.0218707,0.0283158,0.0119728,-0.0268947,0.0221141,-0.0118222,0.54506,0.213824,0.587529,-0.0414927,-0.204075,0.0179914,-0.0997381,0.0080204,0.0839746,-0.0122237,1.11722,-0.809922,-2.32363,0.38507,-0.924581,0.35747,-0.0437289,0.116605,0.119427,0.00668801,-0.0250995,0.0525643,0.0833836,-0.0235808,-0.146416,0.31809,-0.134146,0.0283991,0.0641173,0.459926,-0.00805637
273.279,0.966439,0.348585,4,15,0,-241.542,6.55008,6.64601,6.70226,6.66146,6.68244,6.85127,6.65739,6.78949,6.31198,6.64655,6.67129,6.85624,6.97903,6.7557,6.48225,5.86905,6.68115,6.59207,6.9903,6.50927,6.71839,6.70165,6.5875,6.43712,6.61041,6.69593,6.88853,6.39817,6.5702,6.83738,6.61682,6.58829,6.89136,6.2875,7.25158,6.63379,6.48241,6.83811,6.73063,6.58829,6.27755,7.01561,6.40058,6.64247,6.71151,6.62367,6.23049,7.16777,6.81176,6.69154,6.94967,6.8088,0.0274732,-0.0426014,0.0811502,-0.0810577,0.0334333,-0.0994601,0.218659,-0.0683899,0.0812419,-0.0350783,0.0157042,-0.080065,0.839151,-0.167663,-0.153079,0.0897453,-0.0549967,-0.00402837,-0.0619489,0.0027955,0.0627233,-0.00638856,-0.00613124,0.0147587,0.0189938,0.0360041,-0.0160155,0.010055,-0.029091,0.556729,0.243952,0.74034,-0.054436,-0.257574,0.0290463,-0.0856494,0.00897458,0.0946483,0.00173058,1.13603,-0.796622,-2.05507,0.512293,-0.652185,0.0949808,-0.065153,0.0917758,0.173911,-0.0197775,-0.0235083,0.0347763,0.0512299,0.0617263,-0.141587,0.0848308,-0.330095,-0.0217069,-0.0432624,0.678944,-0.0151289
272.57,0.913774,0.348585,4,15,0,-239.883,6.59198,6.60354,6.67452,6.77586,6.60151,6.82373,6.62519,6.78973,6.29901,6.59885,6.69227,6.92199,6.85609,6.98885,6.56308,6.55182,6.81238,6.60384,6.91146,6.41546,6.73816,6.78588,6.80843,6.50627,6.74257,6.6341,6.75518,6.48762,6.67888,6.94122,6.75157,6.66452,6.85743,6.33433,7.22167,6.74066,6.53354,6.88445,7.01624,6.71662,6.02182,6.98241,6.12926,6.45828,6.75469,6.43936,6.24365,7.10267,6.72039,6.96553,6.88964,6.84311,0.0463147,0.0401484,0.0377642,-0.0849886,0.0260121,-0.0874102,0.173954,-0.0877038,0.0683176,-0.058211,-0.00151173,-0.0915053,0.847719,-0.152635,-0.151993,0.0900907,-0.0492762,0.00254004,-0.0600906,0.00885967,0.0530743,-0.00487199,-0.0131139,0.0112889,0.0369058,0.0083565,-0.00730141,0.0100954,-0.0378623,0.552278,0.204645,0.425577,-0.0289937,-0.249157,0.0209437,0.0140317,-0.00509657,0.0292108,-0.0187363,1.13582,-0.729622,-2.05648,0.556605,-0.60662,0.122536,-0.0678515,0.0928982,0.147028,-0.0312912,-0.0592147,0.00536141,0.11131,-0.0529633,-0.114911,0.0633484,-0.429623,-0.00905197,0.0134961,0.363395,-0.0158625
271.236,0.78971,0.348585,4,15,0,-234.766,6.56552,6.70275,6.86558,6.5802,6.7062,6.91999,6.50949,6.82616,6.44465,6.69368,6.72185,6.90843,6.93486,6.75087,6.43731,6.10701,6.72068,6.50114,6.99464,6.27453,6.58339,7.05851,6.52333,6.40473,6.60369,6.69237,6.79139,6.51259,6.57666,6.87458,6.59065,6.41331,6.9834,6.23231,7.25225,6.63102,6.51423,6.69098,6.56489,6.63922,6.43203,6.85623,6.28255,6.42948,6.73116,6.64443,6.27251,7.2149,6.78825,6.53304,7.08732,6.84325,-0.00586061,0.0439554,0.0622918,-0.0233072,0.0479114,-0.0863903,0.197471,-0.0703046,0.0931623,-0.0347281,0.0103759,-0.0882533,0.840291,-0.16931,-0.160886,0.105339,-0.0693401,0.00738188,-0.0471117,0.00810772,0.0620208,0.00271178,0.0105391,0.0276531,0.0142495,0.0239137,-0.0175959,0.0145273,-0.0200682,0.555384,0.24308,0.535586,-0.0376344,-0.281959,0.027883,-0.0958608,0.0111636,0.0951976,-0.0021377,1.13627,-0.824619,-2.18011,0.532863,-0.786379,0.182897,-0.0495642,0.103298,0.17179,0.0201784,0.03373,0.0806175,0.0297762,0.0285882,-0.124149,0.177942,-0.227713,-0.0148445,0.00873084,0.482108,-0.00435014
261.273,0.789867,0.348585,4,15,0,-228.685,6.48148,6.63988,6.81919,6.78762,6.5903,6.7745,6.46932,6.75255,6.33482,6.86204,6.77545,6.89923,6.86747,7.24624,6.42499,6.42145,6.73938,6.47342,6.97966,6.35326,6.59934,6.7908,6.76255,6.49302,6.58952,6.71312,6.85548,6.34985,6.61983,6.97022,6.73128,6.39273,6.88323,6.32524,7.26303,6.54748,6.53479,6.78576,6.933,6.62156,6.72556,7.05816,6.19529,6.53162,6.79526,6.43858,6.08572,7.153,6.78038,6.68828,6.94534,6.84226,0.0204115,0.0396327,-0.0236957,-0.0939659,0.023155,-0.106646,0.19745,-0.111973,0.0800398,-0.0537199,-0.00350502,-0.0946851,0.839711,-0.149061,-0.131894,0.0823432,-0.0597968,0.015161,-0.0808847,0.0209076,0.059416,-0.00954303,-0.034348,-0.00233356,0.0104689,0.0133277,-0.0150072,0.0364914,-0.02628,0.558248,0.244378,0.447097,-0.0314322,0.0118464,-0.0038865,0.0133698,-0.00346424,0.021186,-0.0559885,1.15202,-0.714688,-1.82731,0.449042,-0.797595,0.324801,-0.0842362,0.12396,0.164316,-0.0623266,-0.125864,-0.0323317,0.0131753,0.00021649,-0.0993099,0.507819,-0.298198,-0.0219001,0.0288916,-0.0801829,-0.0175381
260.942,0.866435,0.348585,4,15,0,-219.259,6.46835,6.67929,6.84727,6.69732,6.8505,6.90972,6.58502,6.8026,6.31629,6.55269,6.72991,6.98936,7.04751,6.61524,6.44775,6.42215,6.69132,6.56312,6.98344,6.32117,6.8238,7.02583,6.51999,6.52549,6.76316,6.69024,6.76484,6.49825,6.62934,6.93362,6.4165,6.62223,6.91774,6.34215,7.37237,6.48675,6.48458,6.74687,6.65068,6.70163,5.94101,7.04073,6.26082,6.53395,6.70985,6.61099,6.43644,7.11874,6.74144,6.84938,6.96331,6.76427,0.00750301,0.0546635,0.0503824,-0.0200932,0.0340853,-0.0952053,0.201421,-0.0685624,0.0661581,-0.0425385,0.0222041,-0.0749698,0.847885,-0.164114,-0.157658,0.0801937,-0.0591175,0.0212751,-0.0506432,0.00114959,0.0586116,-0.00383841,0.0295201,0.0393006,0.0405028,0.0304085,-0.0259984,-0.00650778,-0.0356811,0.551413,0.193672,0.725494,-0.0530822,-0.322945,0.0338626,-0.0638377,0.00429293,0.130256,0.0406201,1.12806,-0.759623,-2.23426,0.355929,-0.721665,0.285137,-0.0617704,0.0857421,0.163836,0.00446229,0.0698474,0.0859002,0.0961663,-0.0220667,-0.229474,-0.192353,-0.404873,-0.00574959,0.0176329,0.391182,-0.00375026
259.362,0.940229,0.348585,4,15,0,-219.775,6.54254,6.64004,6.80262,6.80371,6.57358,6.82783,6.57037,6.78822,6.26022,6.76462,6.86286,6.85196,6.8066,7.14561,6.50798,6.42496,6.86601,6.48406,6.92583,6.49657,6.44866,6.87757,6.74633,6.4439,6.5364,6.74001,6.88951,6.43351,6.66502,6.90674,6.55884,6.48595,6.88327,6.326,7.14376,6.7755,6.52827,6.86453,6.81003,6.64248,6.51409,6.97853,6.17314,6.45622,6.83513,6.46789,5.95609,7.17431,6.74067,6.66414,7.00437,6.95241,0.0533282,0.0900083,-0.016886,-0.0880445,0.0169447,-0.0832453,0.213448,-0.093356,0.0997788,-0.0449684,0.00729422,-0.116583,0.817012,-0.154616,-0.148131,0.101727,-0.0728075,0.00871897,-0.0630719,0.020739,0.0559628,-0.00122064,-0.0474254,4.52952e-05,0.00285811,0.0102983,-0.000252182,0.0417046,-0.0104973,0.56334,0.217596,0.159836,-0.0130523,-0.0960514,0.00919077,-0.0497338,0.00636838,0.0595321,-0.109059,1.13168,-0.77053,-2.03568,0.532726,-0.882542,0.268735,-0.0553657,0.118313,0.153383,-0.0170775,-0.116309,0.0321143,0.0463033,0.0668823,0.0223751,0.629629,-0.119113,-0.00210771,0.0549322,-0.0359801,-0.0164329
